LSAT,UGPA,amerind,asian,black,hisp,mexican,other,puerto,white,gender,ZFYA
38,3.8,0,0,0,0,0,0,0,1,0,0.03
42,3.8,0,1,0,0,0,0,0,0,0,0.66
41,3.5,0,1,0,0,0,0,0,0,0,-0.12
45,3.5,0,0,0,0,0,0,0,1,1,0.71
42,3.6,0,0,0,0,0,0,0,1,1,0.03
42,3.3,0,0,0,0,0,0,0,1,1,-1.15
35,3.3,0,0,1,0,0,0,0,0,1,-1.66
45,3.4,0,0,0,0,0,0,0,1,1,-0.03
38,3.5,0,0,0,1,0,0,0,0,0,2.29
39,3.9,0,0,0,0,0,0,0,1,1,0.6
45,3.4,0,0,0,0,0,0,0,1,1,0.43
41,3.4,0,0,0,0,0,0,0,1,0,1.17
42,3.7,0,0,0,1,0,0,0,0,1,0.28
38,3.7,0,1,0,0,0,0,0,0,1,-1.23
37,2.9,0,0,1,0,0,0,0,0,1,-1.2
46,3.3,0,0,0,0,0,0,0,1,0,1.54
44,3.5,0,0,0,0,0,0,0,1,1,-0.23
34,3.1,0,0,1,0,0,0,0,0,0,-1.23
41,3.5,0,0,0,0,0,0,0,1,0,-0.23
43,3.7,0,0,0,0,0,0,0,1,0,0.06
42,3.7,0,0,0,0,0,0,0,1,0,1.83
43,3.4,0,0,0,0,0,0,0,1,0,-0.86
44,3.6,0,0,0,0,0,0,0,1,1,1.54
45,3.5,0,0,0,0,0,0,0,1,1,-0.26
42,3.6,0,1,0,0,0,0,0,0,1,-1.2
40,3.8,0,0,0,0,0,0,0,1,1,-0.63
47,3.5,0,1,0,0,0,0,0,0,0,-0.42
46,3.7,0,0,0,0,0,0,0,1,0,1.83
48,3.5,0,0,0,0,0,0,0,1,1,1.98
30,3.9,0,0,0,0,0,0,0,1,1,0.31
41,3.6,0,0,0,0,0,0,0,1,1,0.36
44,3.5,0,0,0,0,0,0,0,1,0,-0.37
44,3.4,0,0,0,0,0,0,0,1,0,1.11
39,3.9,0,0,0,0,0,0,0,1,0,1.6
45,3.6,0,0,0,0,0,0,0,1,1,0.43
38,3.5,0,0,0,1,0,0,0,0,0,-0.55
43,3.6,0,0,0,0,0,0,0,1,0,0.08
44,3.5,0,0,0,0,0,0,0,1,0,0.44
44,3.8,0,0,0,0,0,0,0,1,0,1.6
41,3.5,0,0,0,0,0,0,0,1,0,-0.55
42,3.6,0,0,0,0,0,0,0,1,0,0.2
42,3.5,0,0,0,0,0,0,0,1,0,-1.12
40,3,0,0,0,0,0,0,0,1,1,-0.29
43,3.8,0,0,0,0,0,0,0,1,1,1.37
46,3.7,0,0,0,0,0,0,0,1,0,1.4
42,3.8,0,0,0,0,0,0,0,1,0,-0.09
39,3.2,0,0,0,0,0,0,0,1,0,-0.03
42,3.7,0,0,0,0,0,0,0,1,0,0.8
42,3.5,0,1,0,0,0,0,0,0,0,-0.97
40,3.5,0,1,0,0,0,0,0,0,0,-0.09
42,3.7,0,0,0,0,0,0,0,1,0,0.77
38,3.1,0,0,1,0,0,0,0,0,0,-2.12
42,3.7,0,0,0,0,0,0,0,1,0,0.14
38,3.7,0,0,0,0,0,0,0,1,0,0.31
32,3.1,0,0,1,0,0,0,0,0,1,-0.49
45,3.6,0,0,0,0,0,0,0,1,1,0.66
43,3.6,0,0,0,0,0,0,0,1,0,0.06
36,3.4,0,0,0,1,0,0,0,0,0,0.9
46,3.4,0,0,0,0,0,0,0,1,1,0.57
40,3.1,0,0,0,0,0,0,0,1,0,-0.83
39,3.6,0,0,0,0,0,0,0,1,1,-0.69
32,3.1,0,0,1,0,0,0,0,0,0,-1.09
41,3.7,0,0,0,0,0,0,0,1,0,0.11
45,3.5,0,0,0,0,0,0,0,1,0,0.48
30,3.4,0,0,0,0,0,0,1,0,1,-1.2
43,3.8,0,0,0,0,0,0,0,1,1,-0.63
40,3.8,0,0,0,0,0,0,0,1,0,1.54
25,2.6,0,0,1,0,0,0,0,0,1,-1.62
33,2.8,0,0,0,0,0,0,0,1,1,1.36
30,2.5,0,0,0,0,0,0,0,1,1,-1.51
32,3.2,0,0,0,0,0,0,0,1,1,-0.44
30,3.1,0,0,0,0,0,0,0,1,1,-0.31
37,3.3,0,0,0,0,0,0,0,1,0,-0.71
37,2.8,0,0,0,0,0,0,0,1,0,2.19
35,2.8,0,0,0,0,0,0,0,1,0,-0.07
30,3.5,0,0,0,0,0,0,0,1,1,-0.05
35,3,0,0,0,0,0,0,0,1,0,0.76
32,3.3,0,0,0,0,0,0,0,1,0,0.02
34,3.4,0,0,0,0,0,0,0,1,0,1.7
37,3.1,0,0,0,0,0,0,0,1,0,-0.13
33,3.3,0,0,0,0,0,0,0,1,0,1.09
29,3.6,0,0,0,0,0,0,0,1,1,0.46
34,3.1,0,0,0,0,0,0,0,1,1,-1.27
32,3.1,0,0,0,0,0,0,0,1,1,0.74
32,2.8,0,0,0,0,0,0,0,1,0,0.63
33,3.4,0,0,0,0,0,0,0,1,1,0.41
34,3.1,0,0,0,0,0,0,0,1,0,1.73
34,3.3,0,0,0,0,0,0,0,1,1,0.08
32,3.6,0,0,0,0,0,0,0,1,0,0.41
42,2.8,0,0,0,0,0,0,0,1,0,-0.16
34,3.2,0,0,0,0,0,0,0,1,1,-0.92
39,2.7,0,0,0,0,0,0,0,1,0,1.16
30,2.7,0,0,0,0,0,1,0,0,1,-0.99
31,3.4,0,0,0,0,0,0,0,1,0,0.44
35,3.5,0,0,0,0,0,0,0,1,1,1.11
39,2.5,0,0,0,0,0,0,0,1,1,1.36
36,2.1,0,0,0,0,0,0,0,1,1,-0.13
32,3.6,0,0,0,0,0,0,0,1,1,0.19
33,3.2,0,0,0,0,0,0,0,1,1,-1.58
32,2.5,0,0,0,0,0,0,0,1,1,0.02
24,3,0,1,0,0,0,0,0,0,1,-0.75
37,3.3,0,0,0,0,0,0,0,1,1,-1.08
32,3.2,0,0,0,0,0,0,0,1,0,-0.2
33,3,0,0,0,0,0,0,0,1,0,0.54
35,2.7,0,0,0,0,0,0,0,1,1,-0.57
32,3,0,0,0,0,0,0,0,1,1,-0.09
36,2.9,0,0,0,0,0,0,0,1,0,-0.35
38,2.7,0,0,0,0,0,0,0,1,0,-0.35
38,2.8,0,0,0,0,0,0,0,1,1,-0.2
34,3.1,0,0,0,0,0,0,0,1,1,1.73
38,2.5,0,0,0,0,0,0,0,1,0,0.3
31,3.2,0,0,0,0,0,0,0,1,0,-0.2
28,3.2,0,0,0,0,0,0,0,1,0,-0.94
20,3.1,0,0,0,0,0,1,0,0,1,-1.54
34,3.5,0,0,0,0,0,0,0,1,1,0.59
34,3.1,0,0,0,0,0,0,0,1,1,0.3
40,2.4,0,0,0,0,0,0,0,1,1,1.16
28,2.3,0,1,0,0,0,0,0,0,1,-0.92
26,2.2,0,0,1,0,0,0,0,0,1,-0.94
36,3.1,0,0,0,0,0,0,0,1,1,0.79
37,3.6,0,0,0,0,0,0,0,1,1,0.81
30,3.2,0,0,0,0,0,0,0,1,1,0.98
30,3.4,0,0,0,0,0,0,0,1,1,0.67
37,2.4,0,0,0,0,0,0,0,1,0,0.3
29,3.3,0,0,0,0,0,0,0,1,1,-0.53
20,2.4,0,0,1,0,0,0,0,0,0,-0.25
33,2.5,0,0,0,0,0,0,0,1,1,-0.58
26,2.8,0,0,0,0,0,0,0,1,1,2.09
22,3.1,0,0,1,0,0,0,0,0,0,1.29
23,2.3,0,0,0,0,0,0,0,1,0,-0.21
26,2.7,0,0,1,0,0,0,0,0,0,-0.1
26,2.8,0,0,0,0,0,0,0,1,0,1.61
27,2.6,0,0,0,0,0,0,0,1,0,1.63
29,2.8,0,0,1,0,0,0,0,0,1,0.81
32,3,0,0,0,0,0,0,0,1,1,0.56
24,2.7,0,0,1,0,0,0,0,0,0,0.02
29,2.6,0,0,0,0,0,0,0,1,0,-0.08
33,2.5,0,0,0,0,0,0,0,1,0,0.08
30,2.2,0,0,0,0,0,0,0,1,0,0.61
20,2.6,0,0,1,0,0,0,0,0,1,0.35
20,3.1,0,0,1,0,0,0,0,0,1,-0.77
26,2.5,0,0,1,0,0,0,0,0,0,-0.04
22,2.2,0,0,0,0,0,0,0,1,0,-0.67
22,2.4,0,0,0,0,0,0,0,1,0,-0.9
27,3.1,0,0,0,0,0,0,0,1,0,1.55
23,2.9,0,0,1,0,0,0,0,0,1,-0.56
33,2.9,0,0,0,0,0,0,0,1,0,0.94
21,2,0,0,1,0,0,0,0,0,1,-0.11
26,2.5,0,0,0,0,0,0,0,1,0,1.79
32,2.2,0,0,0,0,0,0,0,1,0,0.56
20,2.2,0,0,1,0,0,0,0,0,1,-0.4
32,2.9,0,0,0,0,0,0,0,1,0,1.29
27,2.4,0,0,0,0,0,0,0,1,0,0.02
21,3.1,0,0,1,0,0,0,0,0,1,-0.15
26,2.5,0,0,0,0,0,0,0,1,0,-0.4
20,1.8,0,0,1,0,0,0,0,0,0,-0.64
23,3,0,0,1,0,0,0,0,0,0,0.79
24,2.6,0,0,0,0,0,0,0,1,0,0.17
24,2.4,0,0,1,0,0,0,0,0,0,-0.36
20,2.8,0,0,1,0,0,0,0,0,1,-0.48
15,2.1,0,0,1,0,0,0,0,0,1,-0.61
21,2.1,0,0,1,0,0,0,0,0,1,-0.1
24,3.7,0,0,1,0,0,0,0,0,1,0.92
19,3.4,0,0,1,0,0,0,0,0,1,0.77
23,3.3,0,0,1,0,0,0,0,0,1,0.35
19,2.5,0,0,1,0,0,0,0,0,1,0.05
26,2.8,0,0,1,0,0,0,0,0,0,-0.29
18,2.1,0,0,1,0,0,0,0,0,1,-1.15
35,2.2,0,0,0,0,0,0,0,1,0,-0.42
28,2.4,0,0,1,0,0,0,0,0,0,-1.46
29,2,0,0,0,0,0,0,0,1,0,0.44
29,2.8,0,0,0,0,0,0,0,1,0,0.06
28,3.2,0,0,0,0,0,0,0,1,1,1.15
33,2.6,0,0,0,0,0,0,0,1,0,0.54
29,2.8,0,0,1,0,0,0,0,0,1,-0.67
20,2.7,0,0,1,0,0,0,0,0,1,-0.77
27,2.8,0,0,1,0,0,0,0,0,1,0.4
22,2.3,0,0,0,0,0,1,0,0,0,0.13
28,2.9,0,0,0,0,0,0,0,1,0,-0.15
21,2.2,0,0,1,0,0,0,0,0,1,0.25
23,2.3,0,0,0,0,0,0,0,1,0,-0.36
30,2.7,0,0,1,0,0,0,0,0,1,0.56
30,2.7,0,0,0,0,0,0,0,1,1,1.02
26,2.1,0,0,0,0,0,0,0,1,0,0.88
29,3.2,0,0,0,1,0,0,0,0,0,0.7
48,2.2,0,0,0,0,0,0,0,1,0,0.41
44,2.2,0,0,0,0,0,0,0,1,1,0.58
45,2.6,0,0,0,0,0,0,0,1,0,0.35
41,2.5,0,0,0,0,0,0,0,1,0,0.58
35,3.6,0,0,0,0,0,0,0,1,0,-0.99
24,3.3,0,0,1,0,0,0,0,0,0,0.18
36,2.6,0,0,0,1,0,0,0,0,0,0.44
45,2.5,0,0,0,0,0,0,0,1,0,0.35
37,3.6,0,0,0,0,0,0,0,1,1,0.73
42,3,0,0,0,0,0,0,0,1,0,0.96
39,3.6,0,0,0,0,0,0,0,1,0,0.44
38,3.5,0,0,0,0,0,0,0,1,1,0.81
33,3.8,0,0,0,0,0,0,0,1,0,0
24,3.5,0,0,0,1,0,0,0,0,0,-0.51
38,3.5,0,0,0,0,0,0,0,1,1,-0.3
38,3.4,0,0,0,0,0,0,0,1,1,0.23
45,3.5,0,0,0,0,0,0,0,1,1,2.19
41,2.9,0,0,0,0,0,0,0,1,0,-0.61
41,2.6,0,0,0,0,0,0,0,1,0,0.96
38,3.4,0,1,0,0,0,0,0,0,0,0.41
41,3,0,0,0,0,0,0,0,1,0,-0.46
26,3.2,0,0,1,0,0,0,0,0,0,-1.57
38,3.5,0,0,0,0,0,0,0,1,1,1.48
38,3.7,0,0,0,0,0,0,0,1,1,0.33
32,2.6,0,1,0,0,0,0,0,0,1,0.5
32,2.2,0,0,1,0,0,0,0,0,0,-0.51
29,2.6,0,0,1,0,0,0,0,0,0,-2.33
28,2.6,0,0,1,0,0,0,0,0,1,-0.99
42,3.8,0,0,0,0,0,0,0,1,1,1.34
40,3.1,0,0,0,0,0,0,0,1,1,0.44
40,3,0,0,0,0,0,0,0,1,1,-0.46
40,2.7,0,0,0,0,0,0,0,1,1,0.06
24,3.3,0,0,1,0,0,0,0,0,1,-1.24
42,3.6,0,0,0,0,0,0,0,1,0,0.02
43,2.9,0,0,0,0,0,0,0,1,1,1.34
43,3.3,0,0,0,0,0,0,0,1,1,1.8
44,2.3,0,0,0,0,0,0,0,1,0,1.34
40,3.6,0,0,0,0,0,0,0,1,1,-1.05
42,2.6,0,0,0,0,0,0,0,1,0,0.96
29,3.3,0,0,0,1,0,0,0,0,0,-1.66
29,2.8,0,0,0,0,0,0,1,0,0,-1.32
32,2.8,0,1,0,0,0,0,0,0,0,-0.9
38,3.8,0,0,0,0,0,0,0,1,0,-1.57
40,3.3,0,0,0,0,0,0,0,1,0,-0.32
33,3.6,0,0,0,0,0,0,0,1,0,0
40,3,0,0,0,0,0,0,0,1,0,0.35
37,3.5,0,0,0,0,0,0,0,1,1,0.87
39,3.4,0,0,0,0,0,0,0,1,1,0.6
29,2.7,0,0,1,0,0,0,0,0,1,-0.76
39,3.1,0,0,0,0,0,0,0,1,0,1.04
36,3.8,0,0,0,0,0,0,0,1,1,1.08
40,3.4,0,0,0,0,0,0,0,1,0,0.87
41,2.9,0,0,0,0,0,0,0,1,0,-1.64
37,3.1,0,0,0,0,0,0,0,1,1,-0.09
37,3.2,0,0,0,0,0,0,0,1,1,0.58
40,3,0,0,0,0,0,0,0,1,0,0.21
37,3.8,0,0,0,0,0,0,0,1,1,0.58
42,2.9,0,0,0,0,0,0,0,1,0,-0.23
28,3.3,0,0,1,0,0,0,0,0,0,-1.66
39,2.9,0,0,0,0,0,1,0,0,1,-0.09
41,3.6,0,0,0,0,0,0,0,1,0,0.67
24,3.6,0,0,0,0,0,0,0,1,1,-0.69
36,3.6,0,0,0,0,0,0,0,1,1,0.21
33,3.9,0,0,0,0,0,0,0,1,1,1.06
34,3.1,0,0,0,0,1,0,0,0,0,-0.65
37,3.7,0,0,0,0,0,0,0,1,1,0.68
37,3.4,0,0,0,0,0,0,0,1,1,-0.23
39,3.4,0,0,0,0,1,0,0,0,1,-0.68
40,3.6,0,0,0,0,0,0,0,1,0,0.07
37,3.4,0,0,0,0,0,0,0,1,1,-0.92
39,3.6,0,0,0,0,0,0,0,1,1,-0.41
40,3.5,0,0,0,0,0,0,0,1,1,0.27
38,3.4,0,0,0,0,0,0,0,1,1,2.04
40,3.7,0,0,0,0,0,0,0,1,0,-1.06
38,3.3,0,0,0,0,0,0,0,1,1,0.37
44,3.1,0,0,0,0,0,0,0,1,0,0.27
42,3.3,0,0,0,0,0,0,0,1,0,0.51
33,2.4,0,0,0,0,0,0,1,0,1,-0.75
42,2.5,0,0,0,0,0,0,0,1,0,1.06
32,2.7,0,0,0,1,0,0,0,0,1,-1.16
38,3.1,0,0,0,0,0,0,0,1,1,-0.65
34,3.6,0,0,0,0,0,0,0,1,0,-1.16
36,3.5,0,0,0,0,0,0,0,1,1,-1.19
45,2.1,0,0,0,0,0,0,0,1,0,-0.55
41,3.6,0,0,0,0,0,0,0,1,0,1.91
39,3.3,0,0,0,0,0,0,0,1,1,-0.85
31,3.6,0,0,0,0,0,0,0,1,0,-0.03
46,3.2,0,0,0,0,0,0,0,1,1,0.89
39,3.5,0,0,0,0,0,0,0,1,1,1.19
37,3.2,0,0,0,0,0,0,0,1,1,-0.24
46,3.2,0,0,0,0,0,0,0,1,1,1.34
38,3.2,0,0,0,0,0,0,0,1,1,1.6
35,3.2,0,0,0,0,0,0,0,1,0,1.23
31,2.5,0,0,0,0,1,0,0,0,1,-1.5
37,3.9,0,0,0,1,0,0,0,0,1,2.22
41,3.2,0,0,0,0,0,0,0,1,1,-1.33
35,3.5,0,0,0,0,0,0,0,1,1,0.2
44,3,0,0,0,0,0,0,0,1,1,0.71
44,3.5,0,0,0,0,0,0,0,1,1,1.7
34,3.4,0,0,0,0,0,0,0,1,0,-0.17
34,3.7,0,0,0,0,0,0,0,1,1,-0.45
36,3.9,1,0,0,0,0,0,0,0,1,-0.58
40,3.1,0,0,0,0,0,0,0,1,1,-0.11
39,3.7,0,0,0,0,0,0,0,1,0,-0.24
46,3.2,0,0,0,0,0,0,0,1,0,1.12
36,2.7,0,1,0,0,0,0,0,0,0,-0.89
30,3.5,0,0,0,0,0,0,0,1,0,-0.45
36,3.1,0,0,0,0,0,0,0,1,1,0.37
38,3.2,0,0,0,0,0,0,0,1,1,0
30,3.5,0,0,0,0,0,0,0,1,1,-0.99
36,3.5,0,0,0,0,0,0,0,1,0,1.23
37,3.9,0,0,0,0,0,0,0,1,1,-1.16
41,3.3,0,0,0,0,0,0,0,1,0,1.06
39,3.5,0,0,0,0,0,0,0,1,1,-0.41
40,2.9,0,0,0,0,0,0,0,1,1,-0.07
34,3.4,0,0,0,0,0,0,0,1,1,0.17
36,3.4,0,0,0,0,0,0,0,1,0,-1.47
43,2.5,0,0,0,0,0,0,0,1,1,-1.3
39,3.8,0,0,0,0,0,0,0,1,1,1.4
38,3.4,0,0,0,0,0,0,0,1,0,-1.13
40,3.3,0,0,0,0,0,0,0,1,0,-1.16
32,3.4,0,0,0,0,0,0,0,1,1,-0.34
41,3.5,0,0,0,0,0,0,0,1,1,-0.17
41,3.9,0,0,0,0,0,0,0,1,0,0.17
48,3.4,0,0,0,0,0,0,0,1,0,1.26
39,3.3,0,0,0,0,0,0,0,1,0,0.55
42,2.7,0,0,0,0,0,0,0,1,0,-0.55
40,3.3,0,0,0,0,0,0,0,1,0,1.06
34,3.7,0,0,0,0,0,0,0,1,1,-0.43
36,2.8,0,0,0,0,0,0,0,1,1,-0.88
37,3.2,0,0,0,0,0,0,0,1,1,-1.27
36,3.3,0,0,0,0,0,1,0,0,0,-1.55
36,3.3,0,0,0,0,0,0,0,1,0,0.72
34,3,0,0,0,0,0,0,0,1,1,0.01
43,3.3,0,0,0,0,0,0,0,1,0,-0.07
41,3.3,0,0,0,0,0,0,0,1,0,1.21
40,2.6,0,0,0,0,0,0,0,1,1,-2.57
32,3.6,0,0,0,0,0,0,0,1,0,-0.56
34,3.1,0,0,0,0,0,0,0,1,1,0.53
45,3.2,0,0,0,0,0,0,0,1,0,0.17
37,3.2,0,0,0,0,0,0,0,1,1,-1.18
36,3.5,0,0,0,0,0,0,0,1,1,0.3
43,2.9,0,0,0,0,0,0,0,1,1,-1.58
41,3,0,0,0,0,0,0,0,1,1,-0.22
35,2.5,0,0,1,0,0,0,0,0,1,-0.17
37,2.7,0,0,0,0,0,0,0,1,1,-0.77
41,2.9,0,0,0,0,0,0,0,1,0,-0.46
42,2.9,0,0,0,0,0,0,0,1,0,-0.2
40,3.1,0,0,0,0,0,0,0,1,0,1.03
36,3.4,0,0,0,0,0,0,0,1,0,-0.85
42,2.9,0,0,0,0,0,0,0,1,0,0.17
41,3.1,0,0,0,0,0,0,0,1,1,0.35
38,3,0,0,0,0,0,0,0,1,1,0.64
24,2.9,0,0,1,0,0,0,0,0,1,-2.81
35,3.4,0,0,0,0,0,0,0,1,0,0.43
37,3.1,0,0,0,0,0,0,0,1,1,0.66
39,3.6,0,0,0,0,0,0,0,1,0,1.13
38,3.6,0,0,0,0,0,0,0,1,0,0.53
28,2.7,0,0,1,0,0,0,0,0,0,-1.69
36,3.4,0,0,0,0,0,0,0,1,1,-0.88
41,2.9,0,0,0,0,0,0,0,1,1,-1.03
38,3.4,0,0,0,0,0,0,0,1,0,0.74
22,2.4,0,0,1,0,0,0,0,0,0,-0.72
48,3.2,0,0,0,0,0,0,0,1,0,-0.28
41,2.6,0,0,0,0,0,0,0,1,1,-1.11
41,2.9,0,0,0,0,0,0,0,1,0,1.13
38,2.9,0,0,0,0,0,0,0,1,0,0.95
31,3.2,0,1,0,0,0,0,0,0,1,-0.51
38,3.5,0,0,0,0,0,0,0,1,0,0.77
40,3.3,0,0,0,0,0,0,0,1,1,1.76
47,3.6,0,0,0,0,0,0,0,1,0,1.42
45,2.5,0,0,0,0,0,0,0,1,0,0.87
30,3.5,0,0,0,0,0,0,0,1,0,-0.56
39,3.5,0,0,0,0,0,0,0,1,1,1.47
46,2.8,0,0,0,0,0,0,0,1,0,0.09
42,2.8,0,0,0,0,0,0,0,1,0,0.17
38,3.2,0,0,0,1,0,0,0,0,1,-1.08
36,3,0,0,0,0,0,0,0,1,0,-0.56
37,3.5,0,0,0,0,0,0,0,1,1,-0.8
40,3.3,0,0,0,0,0,0,0,1,1,0.72
36,2.3,0,0,0,0,0,0,0,1,0,-0.95
42,3.1,0,0,0,0,0,0,0,1,0,0.43
41,2.6,0,0,0,0,0,0,0,1,0,0.33
43,3.3,0,0,0,0,0,0,0,1,0,0.48
40,3.2,0,0,0,0,0,0,0,1,0,0.51
44,2.3,0,0,0,0,0,0,0,1,0,2.6
28,3,0,1,0,0,0,0,0,0,1,-1.42
44,2.8,0,0,0,0,0,0,0,1,0,0.06
43,2.7,0,0,0,0,0,0,0,1,1,-0.98
34,3.8,0,0,0,0,0,0,0,1,1,-0.51
38,3.3,0,0,0,0,0,0,0,1,0,0.77
40,3,0,0,0,0,0,0,0,1,0,0.9
42,3.3,0,0,0,0,0,0,0,1,0,0.93
31,3.6,0,0,0,0,0,0,0,1,1,-0.48
36,3.7,0,0,0,0,0,0,0,1,1,1.25
33,3.5,0,0,0,0,0,0,0,1,0,-0.22
39,2.9,0,0,0,0,0,0,0,1,1,1.1
32,3.2,0,0,0,0,0,0,0,1,0,1.65
34,3.9,0,0,0,0,0,0,0,1,1,-0.07
38,3.4,0,0,0,0,0,0,0,1,0,-1.74
36,3.1,0,0,0,0,0,0,0,1,1,0.39
36,3.1,0,0,0,0,0,0,0,1,0,0.03
31,3.4,0,0,0,0,0,0,0,1,1,-0.54
27,2.7,0,0,0,0,1,0,0,0,1,-0.54
34,3.2,0,0,0,0,0,0,0,1,0,-1.05
36,3.8,0,0,0,0,0,0,0,1,0,-0.36
36,2.7,0,0,0,0,0,0,0,1,1,-0.07
28,3,0,0,0,0,1,0,0,0,0,0.66
31,3.1,0,0,0,0,0,0,0,1,0,-0.91
27,2.9,0,1,0,0,0,0,0,0,0,0.29
29,3.1,0,0,0,0,1,0,0,0,0,-0.74
36,2.9,0,0,0,0,0,0,0,1,0,0.92
37,3.1,0,0,0,0,0,0,0,1,1,-0.4
34,3.1,0,0,0,0,0,0,0,1,0,-0.6
38,3,0,0,0,0,0,0,0,1,1,1.14
38,3.4,0,0,0,0,0,0,0,1,1,0.68
35,3.6,0,0,0,0,0,0,0,1,1,1.59
33,2.5,0,1,0,0,0,0,0,0,0,-0.89
33,3.3,0,0,0,0,0,1,0,0,1,-0.56
36,2.8,0,0,0,0,0,0,0,1,0,-1.52
35,2.9,0,0,0,0,0,0,0,1,1,-0.64
24,3.1,0,0,1,0,0,0,0,0,1,-0.6
28,2.3,0,0,1,0,0,0,0,0,1,-0.16
36,2.8,0,0,0,0,0,0,0,1,1,-0.97
27,3.6,0,0,1,0,0,0,0,0,0,-0.3
31,3.7,0,0,0,0,0,0,0,1,0,-0.36
36,3.1,0,0,0,0,0,0,0,1,0,0.11
28,2.7,0,0,0,0,0,0,0,1,1,-1.07
34,3.3,0,0,0,0,0,0,0,1,0,-1.11
37,2.9,0,0,0,0,0,0,0,1,0,-0.14
42,3.3,0,0,0,0,0,0,0,1,0,-0.79
37,3.8,0,0,0,0,0,0,0,1,0,0.86
35,3,0,0,0,0,0,0,0,1,1,-0.22
37,2.9,0,0,0,0,0,0,0,1,0,-0.72
38,3.7,0,0,0,0,0,0,0,1,1,1.86
34,3.6,0,0,0,0,0,0,0,1,1,0.11
34,3.3,0,0,0,0,0,0,0,1,0,0.39
35,3.4,0,0,0,0,0,0,0,1,1,0.56
26,3.5,0,0,0,1,0,0,0,0,0,-1.07
36,3,0,0,0,0,0,0,0,1,0,-0.01
33,3.6,0,0,0,0,0,0,0,1,1,0.25
40,4,0,0,0,0,0,0,0,1,1,1.96
37,2.7,0,0,0,0,0,0,0,1,1,-0.42
34,3.4,0,0,0,0,0,0,0,1,0,0.86
30,3.2,0,0,0,0,0,0,0,1,0,0.03
35,3.6,0,0,0,0,0,0,0,1,1,0.8
32,3.1,0,0,0,0,0,0,0,1,0,0.43
34,2.9,0,0,0,0,0,0,0,1,1,-1.01
33,3.3,0,0,0,0,0,0,0,1,0,-0.97
33,3.2,0,0,0,0,0,0,0,1,0,-0.48
32,3.3,0,0,0,0,0,0,0,1,0,0.13
34,2.7,0,0,0,0,0,0,0,1,0,-0.76
32,3.5,0,0,0,0,0,0,0,1,1,1.49
34,3.4,0,0,0,0,0,0,0,1,0,0.09
27,3.7,0,0,0,0,0,0,0,1,1,0.45
37,2.6,0,0,0,0,0,0,0,1,0,-0.68
39,3.3,0,0,0,0,0,0,0,1,0,0.15
31,2.7,0,0,0,0,0,0,0,1,0,-0.91
36,2.3,0,0,0,0,0,0,0,1,0,0.01
33,2.9,0,0,0,0,0,0,0,1,0,0.7
35,3.1,0,0,0,0,0,0,0,1,0,-0.76
28,3.5,0,0,0,0,0,1,0,0,0,-0.66
37,3.1,0,0,0,0,0,0,0,1,0,0.17
26,3.6,0,0,1,0,0,0,0,0,1,-1.74
35,3.5,0,0,0,0,0,0,0,1,1,0.88
32,2.8,0,0,0,0,0,0,0,1,0,-0.99
34,2.7,0,0,0,0,0,0,0,1,0,0.41
34,3.5,0,0,0,0,0,0,0,1,1,0.96
40,3.1,0,0,0,0,0,0,0,1,0,-0.95
32,3,0,0,0,0,0,0,0,1,0,-0.03
37,2.7,0,0,0,0,0,0,0,1,0,0.11
32,3.7,0,0,0,0,0,0,0,1,1,0.78
38,3.1,0,0,0,0,0,0,0,1,0,-0.2
33,3.5,0,0,0,0,0,0,0,1,1,0.72
35,3,0,0,0,0,0,0,0,1,1,-1.01
41,2.7,0,0,0,0,0,0,0,1,1,0.01
36,3.3,0,0,0,0,0,0,0,1,0,1.67
32,3.7,0,0,0,0,0,0,0,1,1,1.33
35,3.2,0,0,0,0,0,0,0,1,0,-1.19
37,2.5,0,0,0,0,0,0,0,1,0,-0.56
43,2.3,0,0,0,0,0,0,0,1,1,-1.33
38,3.1,0,0,0,0,0,0,0,1,1,0.19
31,3.3,0,0,0,0,0,0,0,1,1,-0.95
39,2.9,0,0,0,0,0,0,0,1,0,-1.88
36,3.5,0,0,0,0,0,0,0,1,1,0.43
37,3.9,0,0,0,0,0,0,0,1,1,1.23
34,3.3,0,0,0,0,0,0,0,1,0,0.84
37,2.9,0,0,0,0,0,0,0,1,1,-0.38
42,3.7,0,0,0,0,0,0,0,1,1,1
29,3.5,0,0,0,0,0,0,0,1,1,1.16
38,3.6,0,0,0,0,0,0,0,1,1,1.39
24,3.2,0,0,0,0,0,0,0,1,0,-0.56
33,3.2,0,0,0,0,0,0,0,1,1,1.23
44,3,0,0,0,0,0,0,0,1,0,-0.28
38,3.2,0,1,0,0,0,0,0,0,0,-1.23
43,3.9,0,0,0,0,0,0,0,1,0,0.66
37,3.6,0,1,0,0,0,0,0,0,0,-0.94
38,3.9,0,0,0,0,0,0,0,1,0,1.18
45,3.3,0,0,0,0,0,0,0,1,0,0.73
41,3.9,0,0,0,0,0,0,0,1,1,0.24
42,3.9,0,0,0,0,0,0,0,1,1,0.56
40,3.8,0,0,0,0,0,0,0,1,0,0.02
37,3.4,0,0,0,0,0,0,0,1,0,0.81
48,3.5,0,0,0,0,0,0,0,1,0,1.89
45,4,0,0,0,0,0,0,0,1,1,0.34
44,3,0,0,0,0,0,0,0,1,0,-0.25
41,3.8,0,0,0,0,0,0,0,1,1,1.57
