ID,GBM_3,GBM_2,GBM_5,GBM_4,GBM_g4,GBM_g2,GBM_1,GBM_g3,GBM_g1,GBM_g5,XRT_1,DRF_1,DL_1,GLM_1
43483,0.98058,0.96102,0.96817,0.9965,0.98565,0.92923,0.97458,0.98189,0.92545,1,0.99103,0.9998,0.91232,0.88893
41827,0.99274,0.99446,0.99281,0.99364,0.99481,0.98985,0.99314,0.99229,0.99529,0.99635,0.99681,0.989,0.98677,0.95024
5676,0.99439,0.99115,0.99108,0.99467,0.99518,0.98274,0.99705,0.99433,0.99366,0.99901,0.97718,0.99974,0.99421,0.91614
5430,0.96014,0.95616,0.90232,0.92366,0.94102,0.93024,0.94859,0.92322,0.95204,0.99757,1,0.92871,0.8696,0.7766
16259,0.98841,0.99255,0.99093,0.95606,0.9727,0.98063,0.97291,0.98677,0.99749,0.99257,0.978,0.96667,0.98968,0.96695
45188,0.96943,0.97924,0.98552,0.9622,0.9888,0.97213,0.99983,0.99114,0.98712,0.89313,0.9778,0.98429,0.87848,0.78131
4062,0.97947,0.99091,0.99516,0.99025,0.97806,0.96843,0.99855,0.97414,0.95105,1,0.9975,0.98098,0.96773,0.97403
40163,0.98639,0.98314,0.98281,0.96567,0.92967,0.97264,0.98093,0.98563,0.96424,0.99374,0.99346,0.926,0.95005,0.85275
2322,0.90501,0.89898,0.91193,0.9132,0.9395,0.91479,0.9485,0.92834,0.90096,0.94281,0.96412,0.80011,0.88945,0.78167
48064,0.90572,0.87914,0.89985,0.92079,0.83938,0.85718,0.90374,0.88585,0.91693,0.96932,0.9705,0.93027,0.93988,0.84416
10617,0.94869,0.92388,0.92824,0.81072,0.81913,0.96115,0.99207,0.92891,0.95273,0.95593,0.97878,0.9804,0.79952,0.79483
19385,0.98244,0.96848,0.96616,0.97892,0.92789,0.94386,0.97476,0.94874,0.85838,0.99063,0.98424,0.97589,0.99643,0.91043
27905,0.84747,0.94471,0.93331,0.99642,0.90638,0.86677,0.97908,0.94445,0.89864,1,0.98,0.9246,0.98398,0.78028
48031,0.94796,0.96095,0.97548,0.96312,0.9531,0.89635,0.9626,0.97258,0.95501,0.98621,0.9998,0.99735,0.92749,0.77914
29502,0.95797,0.97136,0.94276,0.94253,0.9893,0.9646,0.9039,0.96684,0.93187,0.98113,0.94421,0.9683,0.98864,0.91423
20030,0.86721,0.90861,0.90929,0.99306,0.90719,0.82625,0.99837,0.9263,0.93388,1,0.98,0.95,0.89509,0.86977
3346,0.97544,0.89521,0.94219,0.96911,0.98695,0.89762,0.94362,0.91483,0.99295,0.94584,0.9988,0.90713,0.80169,0.83867
29349,0.9997,0.99123,0.99803,0.99359,0.98656,0.99014,0.99801,0.98995,0.97586,1,1,0.98491,0.985,0.90011
31226,0.99903,0.99954,0.99903,0.99951,0.99152,0.99801,0.99909,0.99967,0.9992,0.99969,1,0.98,0.99953,0.99119
44331,0.99428,0.99087,0.99266,0.99746,0.98168,0.99465,0.97944,0.97468,0.99541,0.99631,0.98,0.96,0.62908,0.77637
32644,0.97722,0.95833,0.99246,0.94369,0.97588,0.92641,0.98075,0.97709,0.94687,1,0.99597,0.99571,0.90496,0.83681
28594,0.9525,0.90834,0.97871,0.93401,0.912,0.924,0.90589,0.88339,0.94081,0.93109,0.936,0.90222,0.97456,0.84147
35473,0.9802,0.99621,0.97912,0.98064,0.95838,0.96056,0.955,0.95832,0.90927,0.90919,0.99577,0.965,0.86461,0.8013
42281,0.9994,0.9996,0.99929,0.99961,0.99987,0.99854,0.99962,0.99893,0.99935,0.9998,1,1,0.99915,0.98667
18774,0.99963,0.99959,0.99961,0.99962,0.99973,0.99855,0.99981,0.9994,0.99959,0.99998,1,1,0.99956,0.99185
22812,0.97974,0.99709,0.98512,0.99307,0.99134,0.99047,0.99581,0.99564,0.9979,0.99291,0.978,0.87154,0.99993,0.99499
7465,0.97217,0.97594,0.97692,0.97204,0.97297,0.96222,0.95646,0.96832,0.95638,0.93538,0.97054,0.88832,0.98654,0.92523
40845,0.9686,0.96615,0.97112,0.97857,0.96223,0.976,0.97389,0.96279,0.97537,0.98342,0.97918,0.97642,0.93443,0.92796
29424,0.99949,0.99717,0.99817,0.99839,0.99766,0.99499,0.99859,0.9962,0.99834,0.99942,1,0.98075,0.99837,0.93162
18244,0.98152,0.9257,0.97146,0.97451,0.98221,0.91015,0.98066,0.91702,0.92479,0.98474,0.99437,0.90081,0.89979,0.77634
46320,0.99741,0.99774,0.99648,0.99989,0.99964,0.99411,0.99972,0.99787,0.99953,0.99977,1,1,0.99885,0.97261
2634,0.99901,0.99937,0.99869,0.99953,0.99924,0.99855,0.99968,0.99867,0.99822,0.99947,1,1,0.99948,0.97983
15991,0.99876,0.99924,0.99809,0.99871,0.99773,0.99751,0.99882,0.99797,0.99896,0.99515,0.98,0.98031,0.99882,0.96411
29050,0.95517,0.98891,0.93691,0.99061,0.99496,0.99576,0.96662,0.95198,0.9305,1,0.97972,0.71239,0.88943,0.79844
1041,0.93374,0.93919,0.96865,0.98162,0.99267,0.91842,0.93853,0.96002,0.95957,0.95732,0.98711,0.92509,0.80153,0.80906
14817,0.88639,0.94929,0.96681,0.91731,0.94229,0.94949,0.97373,0.89787,0.8993,0.99079,0.99867,0.97534,0.97156,0.77686
47772,0.95346,0.96748,0.97408,0.99704,0.94831,0.91589,0.96163,0.96099,0.96733,0.98398,1,0.81499,0.96645,0.82605
40188,0.97356,0.91717,0.90928,0.9897,0.99557,0.87097,0.9612,0.92365,0.95124,1,0.97046,0.9135,0.97845,0.8828
3528,0.97353,0.9662,0.98372,0.97346,0.92217,0.95576,0.98466,0.97109,0.97629,0.98584,0.99238,0.95295,0.87108,0.92752
6173,0.99665,0.99951,0.97857,0.98976,0.98793,0.98727,0.99678,0.99392,0.99984,0.99824,0.93208,0.80938,0.95955,0.79398
47335,0.92009,0.94372,0.88789,0.94135,0.94566,0.87746,0.95363,0.86788,0.86175,0.97183,0.98667,0.92888,0.99833,0.80402
36555,0.99968,0.99978,0.99973,0.99968,0.99975,0.99921,0.99989,0.99959,0.99931,0.99997,1,1,0.9974,0.9776
27633,0.99053,0.95922,0.99048,0.99404,0.94339,0.98643,0.98202,0.9873,0.98145,0.99304,1,0.95333,0.90882,0.90613
42132,0.95027,0.93894,0.95916,0.99343,0.91124,0.92922,0.9888,0.9602,0.85768,1,1,0.82815,0.93547,0.78419
12530,0.92087,0.9388,0.93274,0.97386,0.97443,0.90603,0.95312,0.93588,0.95911,0.98075,0.98285,0.9788,0.8951,0.90289
11025,0.99287,0.99689,0.99399,0.99507,0.99878,0.98983,0.99149,0.9916,0.99883,0.99977,0.98526,0.99578,0.98872,0.9359
8059,0.97311,0.97787,0.98414,0.98319,0.97406,0.95713,0.99222,0.97582,0.9572,0.94938,0.99818,0.96662,0.90839,0.90259
41714,0.99987,0.99903,0.99627,0.99689,0.99893,0.99754,0.99851,0.99678,0.99666,0.99996,0.99973,0.98,0.91216,0.81387
6935,0.9801,0.97807,0.97886,0.98049,0.99577,0.97737,0.9875,0.98259,0.95088,0.99025,0.9869,0.99382,0.96227,0.91736
6673,0.99927,0.99895,0.99851,0.99985,0.99999,0.99835,0.99906,0.99792,0.99977,0.99935,0.99995,1,0.99242,0.96429
13403,0.99383,0.99335,0.99589,0.99543,0.9973,0.99041,0.99218,0.99134,0.99268,0.99205,0.99946,0.95283,0.98949,0.92112
37453,0.99947,0.99428,0.96835,0.9876,0.99851,0.96762,0.98906,0.96856,0.90474,1,1,0.96286,0.77426,0.77667
47356,0.98602,0.99462,0.99535,0.98099,0.97684,0.97268,0.98147,0.99495,0.97064,1,0.9799,0.92,0.9503,0.86161
45695,0.98783,0.98878,0.99305,0.99832,0.99905,0.98199,0.99477,0.98354,0.99599,0.99481,1,0.99991,0.98079,0.89928
1378,0.93585,0.96672,0.9824,0.94129,0.96778,0.9351,0.97458,0.99551,0.92632,0.98288,0.99078,0.90515,0.94781,0.81601
12219,0.99954,0.99958,0.99915,0.99982,0.99987,0.99896,0.99927,0.99911,0.99871,0.99959,1,1,0.99636,0.97746
20493,0.99416,0.99117,0.99487,0.9949,0.98819,0.99323,0.99601,0.99529,0.97808,0.99823,0.99994,0.99869,0.99331,0.98791
46624,0.97581,0.98455,0.94394,0.95064,0.97914,0.96326,0.94887,0.94976,0.89273,0.97065,0.99817,0.9882,0.82641,0.9059
43288,0.91318,0.88845,0.93267,0.9326,0.84829,0.87647,0.92784,0.94008,0.85898,1,0.98783,0.98717,0.94418,0.82674
26427,0.97814,0.98343,0.99892,0.99495,0.93102,0.94361,0.97283,0.96205,0.91306,1,0.99056,0.98977,0.9733,0.91548
45511,0.99914,0.99195,0.99709,0.99907,0.97182,0.98493,0.99947,0.99582,0.99485,0.99717,0.98,0.98006,0.99806,0.87615
10296,0.98817,0.98733,0.99014,0.99806,0.99018,0.98334,0.9922,0.99332,0.98723,0.98828,0.99662,0.99451,0.99398,0.95217
32558,0.97655,0.99323,0.97849,0.97224,0.95749,0.98581,0.97598,0.97868,0.9992,0.9869,0.94072,0.96491,0.98948,0.90023
2906,0.97702,0.97334,0.85319,0.97945,0.89407,0.94713,0.96774,0.93423,0.97491,0.99649,0.99,0.75594,0.99645,0.77766
13538,0.95812,0.97206,0.98216,0.99498,0.9347,0.93237,0.98293,0.97592,0.89278,0.98797,0.98,0.86175,0.95518,0.78797
7168,0.92667,0.95341,0.96436,0.95852,0.88459,0.92895,0.99098,0.96661,0.89639,0.99883,0.96276,0.99429,0.95422,0.81088
41841,0.95529,0.93847,0.95405,0.96111,0.98645,0.895,0.97103,0.96668,0.97772,1,0.97932,0.96609,0.9019,0.78561
29579,0.98308,0.9895,0.99567,0.98888,0.96601,0.97697,0.99474,0.99857,0.9857,1,0.98,0.99697,0.90615,0.93248
13873,0.99206,0.98857,0.99297,0.99957,0.99124,0.99195,0.98172,0.99378,0.98499,0.99099,1,0.99,0.99871,0.98189
40098,0.98824,0.95193,0.94254,0.95257,0.97577,0.96752,0.96182,0.97654,0.92911,0.98854,1,1,0.94232,0.85703
9134,0.99885,0.99962,0.99947,0.99983,0.99923,0.9986,0.99967,0.99959,0.99929,0.99961,1,1,0.99805,0.9593
26852,0.99377,0.99589,0.99555,0.99893,0.99762,0.98936,0.99846,0.99544,0.99792,0.99423,1,0.99973,0.99246,0.9413
40039,0.94488,0.88415,0.9482,0.9959,0.97901,0.94527,0.86668,0.95664,0.85935,0.9194,0.98093,0.97554,0.94042,0.89748
1321,0.99627,0.98495,0.98415,0.99684,0.98598,0.97627,0.99911,0.98197,0.99819,1,0.99071,0.97488,0.9738,0.94765
37284,0.94188,0.94159,0.91524,0.90722,0.91431,0.91544,0.90947,0.92002,0.8643,0.97762,0.9712,0.90489,0.93401,0.88488
26228,0.99845,0.99835,0.99805,0.99773,0.99521,0.9967,0.99977,0.99648,0.99612,0.99938,0.99973,1,0.99131,0.95717
30836,0.99974,0.99873,0.99857,0.97985,0.99882,0.99539,0.99558,0.99953,0.99404,0.99106,1,0.94,0.74738,0.9022
28612,0.99386,0.99269,0.98702,0.98661,0.99313,0.98698,0.993,0.98607,0.98901,0.99195,0.99804,0.99231,0.97541,0.93059
30294,0.99566,0.99706,0.99592,0.99773,0.99842,0.99212,0.9988,0.99325,0.99403,0.99883,1,1,0.99539,0.96919
17677,0.9992,0.99345,0.99322,0.98012,0.98531,0.96617,0.99203,0.97808,0.98689,1,1,0.96608,0.82325,0.78155
29265,0.98178,0.98528,0.96825,0.97586,0.96348,0.96486,0.97853,0.97162,0.96433,0.96644,0.99582,0.93897,0.95601,0.86723
30248,0.98478,0.96348,0.95924,0.99968,0.99172,0.94799,0.98693,0.94993,0.95669,1,0.97714,0.96815,0.93117,0.92982
26616,0.95922,0.96579,0.97409,0.992,0.95262,0.91483,0.92899,0.96147,0.98663,0.98706,1,0.84102,0.99324,0.81749
20697,0.99934,0.99957,0.99925,0.99958,0.9998,0.99854,0.99945,0.99902,0.99971,0.99954,1,1,0.99871,0.98363
43963,0.9997,0.99967,0.99949,0.99964,0.99823,0.999,0.99964,0.99915,0.99995,0.99993,1,1,0.99405,0.95522
38824,0.99811,0.99762,0.98778,0.99783,0.99389,0.99954,0.99934,0.99881,0.99206,0.99977,1,0.88,0.98794,0.82873
17837,0.99992,0.99991,0.99902,0.99816,0.99789,0.99773,0.99691,0.99951,0.99862,0.99913,1,0.99636,0.98506,0.90307
15533,0.90758,0.90969,0.88631,0.95222,0.89632,0.85947,0.91575,0.91223,0.84853,0.98096,0.98224,0.95088,0.95712,0.88091
37304,0.89916,0.89877,0.94202,0.87808,0.83058,0.94407,0.87461,0.90522,0.96785,0.89234,0.9095,0.72278,0.94066,0.78558
20344,0.97452,0.97263,0.97543,0.96351,0.96981,0.95869,0.98324,0.96837,0.98123,0.979,0.97919,0.95833,0.98158,0.8364
46591,0.98466,0.9886,0.98968,0.98483,0.9922,0.98142,0.99435,0.9915,0.98659,0.98907,0.99816,0.97878,0.99073,0.93237
31514,0.94784,0.95995,0.95817,0.95559,0.96008,0.96786,0.95178,0.96947,0.96263,0.94019,0.979,0.79608,0.97638,0.88971
22476,0.99725,0.99827,0.99038,0.99729,0.99601,0.98524,0.99932,0.99381,0.98803,0.99906,1,0.94318,0.93885,0.91469
19383,0.99846,0.99992,0.99821,0.99768,0.99988,0.99784,0.99911,0.99717,0.998,0.99964,0.99822,0.99975,0.98286,0.91491
48471,0.98809,0.9893,0.98333,0.98757,0.96031,0.97563,0.99732,0.98748,0.96722,0.96831,0.99827,0.97268,0.97735,0.87769
31233,0.97152,0.96381,0.969,0.99483,0.93123,0.9696,0.931,0.95818,0.96591,0.99679,0.99792,0.96142,0.94638,0.8476
35583,0.95226,0.95736,0.8658,0.91529,0.98976,0.89632,0.95401,0.85594,0.86448,1,0.98742,0.97717,0.94042,0.88416
33817,0.99887,0.99915,0.99876,0.99969,0.99957,0.99805,0.9993,0.99839,0.99929,0.99949,0.99995,1,0.99433,0.95772
40888,0.9931,0.998,0.94099,0.99662,0.9862,0.99535,0.96364,0.99729,0.96534,1,0.976,0.97246,0.94093,0.9755
4318,0.92795,0.92005,0.91873,0.98387,0.87568,0.90564,0.9461,0.94453,0.94152,0.99934,0.99146,0.94622,0.96241,0.8253
38676,0.99991,0.99785,0.99795,0.99919,0.99907,0.99589,0.9993,0.9977,0.99883,0.99935,1,1,0.99131,0.92522
6569,0.99965,0.99965,0.99929,0.99906,0.99919,0.99882,0.99922,0.99957,0.99968,0.99995,1,1,0.99922,0.99522
42667,0.99856,0.99944,0.99823,0.9993,0.99777,0.99751,0.99822,0.99837,0.99804,0.99972,1,0.99974,0.99493,0.96938
21734,0.97532,0.97663,0.97038,0.9836,0.97425,0.95869,0.98309,0.97514,0.98458,0.99507,0.98402,0.98191,0.98065,0.88842
44409,0.99446,0.99696,0.95217,0.99515,0.9885,0.98503,0.98539,0.99095,0.92031,1,0.98292,0.95471,0.94311,0.93517
3861,0.99083,0.98538,0.97206,0.99725,0.99865,0.97607,0.99673,0.99416,0.98608,0.99943,0.994,0.99,0.78935,0.78773
38336,0.98915,0.9867,0.9819,0.98218,0.998,0.96271,0.98958,0.98084,0.96414,0.99858,0.96667,0.97697,0.97127,0.93418
3423,0.99958,0.99952,0.99904,0.99979,0.99793,0.99918,0.99715,0.99923,0.99893,0.99989,1,1,0.99785,0.97318
29176,0.95637,0.95831,0.97558,0.98754,0.9915,0.93689,0.98669,0.9583,0.98539,0.9935,1,0.99841,0.89765,0.78465
18452,0.98753,0.99268,0.9945,0.99427,0.99639,0.98979,0.99585,0.98009,0.99795,0.98347,0.99981,0.9996,0.99524,0.97118
47355,0.99374,0.99573,0.9933,0.99639,0.99021,0.98977,0.9971,0.99184,0.99259,0.99842,0.99852,0.99896,0.98143,0.9461
47842,0.99478,0.99896,0.99904,0.99232,0.99797,0.99384,0.99223,0.98639,0.98544,0.9903,1,0.9,0.98735,0.91005
38177,0.98902,0.9912,0.99055,0.99125,0.97337,0.98276,0.98549,0.9929,0.93988,0.96081,0.99,0.97794,0.96739,0.88113
2800,0.96694,0.96085,0.96462,0.97176,0.90951,0.95699,0.96965,0.95001,0.97866,0.95911,0.96166,0.95634,0.98875,0.95027
43993,0.99565,0.99585,0.99661,0.99741,0.99803,0.99458,0.99998,0.99794,0.99018,0.99823,1,0.99931,0.9918,0.93777
36961,0.97288,0.89506,0.97522,0.92401,0.96443,0.93954,0.91238,0.92679,0.95498,0.92379,0.98999,0.95167,0.9559,0.79583
42516,0.98651,0.98483,0.98801,0.9866,0.9968,0.9857,0.9967,0.98841,0.99462,0.99443,0.99735,0.99454,0.98474,0.87881
17744,0.98329,0.99262,0.99349,0.96203,0.99879,0.95019,0.99255,0.96704,0.98519,1,0.99108,0.98208,0.99249,0.91583
34683,0.989,0.96924,0.97985,0.99694,0.96815,0.97557,0.98295,0.95463,0.95476,1,0.98894,0.8744,0.95953,0.8307
19019,0.99918,0.99878,0.9829,0.99522,0.99902,0.99673,0.99255,0.9977,0.98961,0.99997,1,0.96,0.97881,0.77626
19065,0.97611,0.90005,0.96251,0.97186,0.95681,0.95079,0.95049,0.95746,0.97291,0.91539,1,0.9,0.88618,0.95145
28359,0.99827,0.99884,0.99868,0.99951,0.99982,0.99609,0.99928,0.99681,0.99815,0.99998,0.99977,0.99632,0.99795,0.97302
19958,0.9268,0.92852,0.92824,0.93199,0.91273,0.91821,0.95696,0.9472,0.99483,0.84462,0.97483,0.95929,0.83551,0.79024
7486,0.97205,0.96648,0.97638,0.93975,0.99919,0.89905,0.97863,0.95399,0.95849,1,0.99204,0.94016,0.85842,0.87865
15966,0.9986,0.99936,0.99871,0.99954,0.99924,0.99622,0.99997,0.99739,0.99984,0.9999,1,0.99925,0.99843,0.98137
15217,0.9868,0.97892,0.9675,0.99282,0.94551,0.94014,0.96877,0.96913,0.95682,0.9965,0.99988,0.97437,0.90408,0.8785
20591,0.9994,0.99964,0.99947,0.99952,0.99686,0.99877,0.99966,0.99547,0.99939,0.99985,1,1,0.9967,0.97575
22691,0.99972,0.99977,0.99974,0.99979,0.99942,0.99926,0.99996,0.99996,0.99991,0.9999,1,1,0.99965,0.99551
47981,0.99975,0.99977,0.99964,0.99998,0.99978,0.99923,0.99985,0.99985,1,0.99984,1,1,0.99963,0.99496
41679,0.99933,0.99945,0.99959,0.99984,0.99957,0.99909,0.99993,0.99934,0.99969,0.99988,1,1,0.9967,0.97152
40900,0.99846,0.9991,0.99714,0.99877,0.99957,0.99561,0.99553,0.99794,0.99888,0.99967,0.99,1,0.97697,0.96551
7308,0.97338,0.98436,0.98248,0.98321,0.99187,0.96742,0.98584,0.98,0.95106,0.99866,0.99196,0.99224,0.99665,0.93373
40735,0.99956,0.99917,0.99752,0.99784,0.99666,0.99331,0.9871,0.96578,0.99511,0.99927,0.98,0.96006,0.97964,0.81739
47349,0.99878,0.99914,0.99895,0.99965,0.99911,0.99814,0.99999,0.99866,0.99896,0.99987,0.99982,1,0.99871,0.97538
4003,0.99935,0.99963,0.99848,0.99973,0.99867,0.99875,0.99841,0.99923,0.99978,0.99925,0.99228,1,0.99881,0.97347
32528,0.99434,0.98822,0.97974,0.99118,0.98,0.98211,0.98981,0.97991,0.94302,0.99592,0.99522,0.97353,0.95678,0.82484
5572,0.9814,0.9832,0.99182,0.99169,0.9927,0.96731,0.99203,0.98812,0.93794,0.99091,0.99795,0.98015,0.99296,0.91638
35557,0.99706,0.99795,0.99607,0.99747,0.99595,0.99337,0.99718,0.9938,0.9954,0.99807,1,0.999,0.98751,0.96141
25335,0.99942,0.99943,0.99958,0.99966,0.99999,0.99901,0.99993,0.99924,0.99944,0.99998,0.99995,1,0.99567,0.97285
40274,0.97251,0.9608,0.96458,0.88648,0.90143,0.98086,0.91285,0.97582,0.95598,0.84309,0.87298,0.7569,0.91705,0.84118
29555,0.88258,0.83488,0.88875,0.99617,0.80071,0.85546,0.9292,0.83059,0.86461,0.9652,0.97133,0.93971,0.90971,0.81546
36003,0.84717,0.94535,0.97072,0.96359,0.96469,0.92593,0.97869,0.91382,0.92911,0.97073,0.99989,0.94173,0.86287,0.78518
5582,0.996,0.97934,0.99892,0.99523,0.99756,0.96908,0.99192,0.98421,0.96844,0.99871,0.99872,0.93879,0.9209,0.77939
47286,0.96847,0.96281,0.95489,0.97116,0.99216,0.93637,0.98092,0.93844,0.97354,0.99496,0.99703,0.98391,0.96541,0.91672
35064,0.99932,0.97297,0.64091,0.98707,0.98596,0.93736,0.98159,0.94729,0.90465,1,0.996,0.97902,0.98695,0.91063
2862,0.96832,0.93486,0.96293,0.99231,0.93575,0.92763,0.94002,0.98876,0.96966,0.99262,0.99977,0.96,0.87971,0.78385
37825,0.98698,0.99934,0.92435,0.98772,0.97818,0.97268,0.98382,0.99209,0.99317,1,0.98963,0.95697,0.97553,0.94094
20332,0.99449,0.98472,0.98834,0.96882,0.97261,0.98896,0.95271,0.98432,0.96456,0.8894,0.97381,0.89363,0.99463,0.92089
27658,0.95258,0.96323,0.95503,0.97343,0.93108,0.93369,0.92703,0.95764,0.89379,1,0.96465,0.9705,0.9571,0.9014
1559,0.92229,0.89662,0.91334,0.97763,0.91583,0.88284,0.94091,0.93974,0.79851,1,0.99928,0.91758,0.88782,0.81884
44099,0.99151,0.99481,0.99162,0.99433,0.99997,0.99193,0.99762,0.99273,0.99394,0.99567,1,0.96,0.99871,0.91546
29929,0.97999,0.99931,0.98668,0.98431,0.99351,0.97674,0.99362,0.97926,0.96224,0.98725,0.99958,0.99875,0.98903,0.88868
46042,0.98318,0.98056,0.97341,0.97105,0.96346,0.97131,0.97125,0.95261,0.94816,0.97403,0.99368,0.93134,0.98118,0.88947
47018,0.99246,0.99407,0.99122,0.99461,0.99953,0.98387,0.99762,0.99104,0.98954,0.99965,1,0.97284,0.97882,0.98036
40657,0.99733,0.98069,0.99564,0.99034,0.96812,0.99531,0.99795,0.98667,0.98022,0.99158,1,0.94,0.98962,0.91805
38777,0.99966,0.99963,0.99931,0.99989,0.99946,0.99891,0.99994,0.9998,0.99957,0.99994,1,1,0.99966,0.99557
9053,0.90619,0.92985,0.9216,0.94972,0.932,0.92573,0.93342,0.89138,0.92777,0.94358,0.92549,0.92532,0.88051,0.78238
38682,0.88958,0.89764,0.88513,0.80886,0.99089,0.9215,0.94585,0.89197,0.96981,0.88598,0.9694,0.98227,0.95787,0.78831
6343,0.99972,0.93325,0.94718,0.98767,0.90018,0.9352,0.97466,0.90363,0.85825,0.99752,0.9886,0.93488,0.99703,0.8932
17132,0.98396,0.98723,0.98211,0.98533,0.98439,0.9833,0.97222,0.97548,0.98677,0.99694,0.97,0.99376,0.99828,0.82245
1516,0.91143,0.8051,0.97062,0.9361,0.91792,0.86663,0.89828,0.87013,0.9593,1,0.97396,0.979,0.92032,0.79414
15306,0.99577,0.99726,0.9925,0.99649,0.9891,0.99465,0.99993,0.99666,0.9743,0.98477,1,0.99494,0.97333,0.92933
2077,0.9981,0.99593,0.9997,0.99992,0.99304,0.99565,0.99967,0.99837,0.98675,0.99673,0.98353,0.98006,0.96729,0.88155
6736,0.99913,0.99746,0.99567,0.99592,0.99518,0.99628,0.99848,0.99712,0.98358,0.99958,0.99915,0.99987,0.964,0.88643
8634,0.99436,0.99502,0.9855,0.97148,0.96041,0.9941,0.99048,0.99289,0.95177,0.99177,0.97833,0.89873,0.99045,0.93965
5869,0.86752,0.87615,0.86964,0.88945,0.81862,0.89326,0.85995,0.91306,0.83615,0.93176,0.89096,0.92638,0.79166,0.77668
27174,0.99863,0.99759,0.99839,0.99842,0.98445,0.99761,0.99531,0.99641,0.98954,0.99787,0.99906,0.99987,0.96388,0.881
14292,0.9847,0.97859,0.98131,0.9812,0.99656,0.96848,0.98289,0.9674,0.99895,0.99689,0.99344,0.99813,0.96952,0.84353
16744,0.98611,0.99034,0.98497,0.99408,0.98744,0.98272,0.98218,0.98655,0.99324,0.9887,0.97622,0.97836,0.9859,0.99221
46250,0.99929,0.99511,0.99621,0.99445,0.99968,0.99318,0.99643,0.99721,0.99932,0.9992,0.99846,0.99009,0.99079,0.93616
40056,0.99176,0.99212,0.99445,0.99241,0.97784,0.99084,0.99307,0.98276,0.99613,0.99825,0.99886,0.97606,0.99513,0.96161
9861,0.98613,0.99043,0.9698,0.98406,0.99144,0.95681,0.98247,0.98525,0.99073,0.99699,0.98096,0.96972,0.9867,0.84877
20834,0.99891,0.99927,0.99906,0.99992,0.9996,0.99855,0.99999,0.99905,0.99878,0.99906,1,1,0.99969,0.98617
4280,0.97944,0.96398,0.96066,0.97205,0.99374,0.94392,0.98031,0.9659,0.91609,0.98354,0.96813,0.99415,0.95617,0.87655
16448,0.82036,0.78463,0.88796,0.80144,0.85355,0.89123,0.91094,0.84588,0.82879,0.86251,0.9229,0.658,0.98619,0.9038
25555,0.91309,0.92039,0.91199,0.93559,0.95633,0.88596,0.98416,0.97319,0.9587,0.96792,0.98824,0.84499,0.9147,0.77699
7027,0.99002,0.99225,0.98744,0.99564,0.98734,0.99149,0.989,0.99349,0.99485,0.99869,0.99323,0.9977,0.90224,0.84299
31509,0.95508,0.98908,0.9405,0.99514,0.96283,0.99309,0.96911,0.98002,0.9998,1,0.99951,0.96962,0.80451,0.9478
24848,0.93595,0.92928,0.96653,0.95119,0.93577,0.91388,0.97089,0.96959,0.95686,1,0.98308,0.9918,0.98732,0.91182
26275,0.94148,0.91859,0.95276,0.99188,0.96246,0.94164,0.97967,0.96967,0.98159,1,0.99418,0.96763,0.92415,0.79867
44057,0.94931,0.97848,0.95748,0.91595,0.9246,0.95728,0.95752,0.95737,0.95014,0.92626,0.97124,0.95934,0.92115,0.77666
29258,0.9771,0.9737,0.98116,0.97577,0.94162,0.92677,0.9798,0.96331,0.90694,1,0.99176,0.98704,0.90838,0.89913
24460,0.99273,0.9905,0.99053,0.98959,0.9902,0.98893,0.99771,0.99085,0.99693,0.99657,0.99805,0.98173,0.99335,0.94966
4348,0.85544,0.86309,0.88762,0.82422,0.79752,0.88201,0.82713,0.94203,0.89712,0.90697,0.88193,0.79859,0.83432,0.78079
32154,0.945,0.92529,0.92372,0.96907,0.93389,0.86663,0.99753,0.9492,0.98611,1,0.9945,0.96225,0.90428,0.84663
26728,0.99178,0.9902,0.99075,0.99295,0.99304,0.99102,0.99601,0.98246,0.97689,0.99444,0.97547,0.95226,0.86119,0.78862
2811,0.97344,0.96718,0.97324,0.92052,0.9441,0.95871,0.97629,0.9633,0.94436,0.92665,0.9502,0.85687,0.97137,0.81578
43434,0.97643,0.98882,0.98321,0.99464,0.97792,0.97776,0.9892,0.98718,0.96714,0.98892,0.99858,0.98401,0.98207,0.91014
22298,0.97299,0.94136,0.95695,0.98843,0.98022,0.93188,0.9813,0.93745,0.98427,0.96747,0.99623,0.95946,0.83766,0.9062
15025,0.99726,0.99726,0.99868,0.99405,0.98743,0.9906,0.99245,0.99545,0.99226,0.99323,0.98,0.96,0.99997,0.99997
39917,0.9927,0.97911,0.97917,0.99581,0.98173,0.96485,0.96907,0.97966,0.97178,1,0.99714,0.99385,0.97527,0.88859
41621,0.99716,0.99827,0.99857,0.99566,0.99597,0.99406,0.99684,0.99637,0.99941,0.99728,0.99818,0.95213,0.98337,0.88865
27523,0.9499,0.9309,0.94082,0.9981,0.91861,0.89367,0.97957,0.92046,0.99793,1,0.97103,0.9784,0.85143,0.82387
2861,0.99171,0.99782,0.99472,0.99245,0.99555,0.99035,0.99614,0.9966,0.99114,1,0.97684,0.94154,0.98275,0.95537
41060,0.97302,0.94501,0.94045,0.98599,0.93361,0.91616,0.99044,0.93419,0.95166,1,0.98945,0.96535,0.95914,0.89704
31638,0.99916,0.9995,0.99929,0.99877,0.9973,0.99805,0.99968,0.99944,0.99993,0.9998,1,1,0.99987,0.991
