ID,SE_1,GBM_1,XRT_1,DRF_1,DL_1,GLM_1,SE_2,GBM_2,XRT_2,DRF_2,DL_2,GLM_2,SE_3,GBM_3,DL_3,XRT_3,DRF_3,GLM_3,SE_4,GBM_4,XRT_4,DRF_4,DL_4,GLM_4
30053,0.93845,0.94547,0.92148,0.88949,0.77718,0.7866,0.95996,0.94189,0.98423,0.91747,0.99057,0.89388,0.9757,0.9913,0.84768,0.96494,0.99096,0.8756,0.97912,0.92561,0.98265,0.88942,0.9144,0.9264
3856,0.93104,0.92385,0.99045,0.91316,0.92097,0.9036,0.93441,0.91695,0.99439,0.94815,0.87968,0.89963,0.92415,0.95939,0.55456,0.93595,0.78138,0.87307,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
42207,0.94255,0.89984,0.98125,0.93101,0.86239,0.77742,0.91978,0.89055,0.99107,0.87835,0.93293,0.85253,0.93261,0.95069,0.79885,0.89499,0.7516,0.83392,0.97777,0.9834,1,0.64646,0.92836,0.85624
16150,0.99717,0.96214,0.99164,0.88131,0.93931,0.92329,0.96761,0.9738,0.99233,0.98322,0.86739,0.92387,0.96319,0.96926,0.84701,0.95702,0.79299,0.90245,0.95382,0.9561,0.90853,0.85048,0.97861,0.9494
25312,0.92702,0.92864,0.9793,0.92063,0.87061,0.8955,0.93108,0.93133,0.99128,0.93058,0.85298,0.8885,0.91202,0.92991,0.58108,0.94021,0.78648,0.86447,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
11284,0.99738,0.99855,0.98,0.99756,0.99974,0.94326,0.99938,0.99725,1,0.99662,0.90966,0.94271,0.97374,0.98097,0.98685,0.9574,0.92716,0.92657,0.96954,0.96407,0.96328,0.9553,0.99544,0.9119
21142,0.99076,0.99079,0.99642,0.97653,0.9984,0.93177,0.99068,0.9874,0.99682,0.982,0.99139,0.9246,0.97974,0.96103,0.87483,0.98695,0.96837,0.90182,0.99664,0.99808,0.99681,0.99557,0.99771,0.93928
22995,0.99716,0.99867,1,0.98,0.99705,0.99385,0.99769,0.99575,1,1,0.99794,0.99158,0.91233,0.92732,0.63209,0.9065,0.80381,0.82805,0.97698,0.99777,1,0.75427,0.83934,0.86739
15177,0.97942,0.98198,0.99925,0.95283,0.94164,0.79339,0.96995,0.96303,0.9762,0.91388,0.93878,0.87668,0.91048,0.91418,0.91108,0.83065,0.69747,0.84956,0.94424,0.96042,0.8967,0.75225,0.94751,0.87022
44716,0.99872,0.99856,1,0.99975,0.99983,0.97322,0.99938,0.9995,1,1,0.9992,0.96885,0.99902,0.99964,0.99343,1,0.99991,0.95833,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
5203,0.99932,0.99918,1,0.97687,0.99789,0.8985,0.99918,0.99901,0.99792,0.99717,0.97307,0.87623,0.99769,0.99846,0.98858,0.99912,0.99893,0.94588,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
12673,0.91302,0.91089,0.99702,0.90603,0.76263,0.836,0.92028,0.90037,0.99831,0.87816,0.79858,0.87181,0.93058,0.95909,0.63038,0.88696,0.63307,0.85073,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
40687,0.9911,0.98871,0.995,0.98219,0.99607,0.91732,0.99462,0.99442,0.98002,0.99377,0.99833,0.95293,0.99377,0.99816,0.98209,0.99509,0.98956,0.94319,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
32856,0.99962,0.9996,1,1,0.99989,0.97866,0.99969,0.99954,1,1,0.99943,0.97386,0.9978,0.99871,0.99603,1,0.99792,0.96766,0.99896,0.99381,0.99346,0.97608,0.99769,0.96524
44765,0.98317,0.97182,0.97,0.99757,0.99756,0.94681,0.97883,0.99095,0.96242,0.9987,0.98587,0.9418,0.97216,0.98039,0.97121,0.96615,0.88355,0.92681,0.98647,0.98476,0.98487,0.97624,0.99541,0.90924
44137,0.94516,0.94476,0.98875,0.9231,0.90074,0.8739,0.90781,0.8827,0.99684,0.87934,0.81459,0.83234,0.91718,0.91174,0.75582,0.93072,0.6993,0.84462,0.99803,0.99278,1,0.84492,0.95611,0.85302
37674,0.9768,0.9879,0.97091,0.99834,0.90816,0.80294,0.99317,0.95983,0.92578,0.95921,0.84635,0.88412,0.93842,0.98834,0.67135,0.95363,0.78049,0.86691,0.97698,0.99777,1,0.75427,0.83934,0.86739
7927,0.96167,0.95582,0.98293,0.9947,0.98427,0.86837,0.92889,0.93251,0.88783,0.83556,0.94529,0.85916,0.937,0.94033,0.91243,0.93716,0.91958,0.84581,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
5212,0.97347,0.96466,0.99922,0.94133,0.96448,0.89365,0.98901,0.98886,0.99167,0.98,0.98725,0.93389,0.96079,0.97286,0.8993,0.98954,0.9297,0.90255,0.87334,0.84916,0.87489,0.80459,0.95882,0.95157
29594,0.99039,0.98179,0.99091,0.9575,0.87829,0.87574,0.98953,0.98196,1,0.97111,0.92049,0.94256,0.98815,0.99936,0.94607,0.98428,0.96969,0.93741,0.98325,0.92956,0.97779,0.90319,0.91361,0.9179
16843,0.9349,0.93087,0.96768,0.91085,0.8366,0.83116,0.93049,0.89961,0.98729,0.90171,0.74579,0.85525,0.90812,0.94147,0.61317,0.89772,0.77551,0.83845,0.97698,0.99777,1,0.75427,0.83934,0.86739
34714,0.96258,0.96993,0.99036,0.99305,0.96893,0.88154,0.97475,0.95224,1,0.95401,0.92938,0.85969,0.97261,0.99045,0.7854,0.99748,0.96322,0.84298,0.97811,0.98285,1,0.78753,0.92437,0.85694
31422,0.90557,0.8922,0.96288,0.82801,0.96267,0.79259,0.94952,0.94498,0.97525,0.81788,0.9802,0.93975,0.97564,0.98955,0.99739,0.87607,0.71642,0.92313,0.96933,0.96726,0.97396,0.94187,0.97666,0.91806
8791,0.91951,0.96388,0.95875,0.93042,0.83887,0.799,0.88521,0.86024,0.82005,0.69578,0.83914,0.90538,0.93689,0.96211,0.97799,0.81507,0.79732,0.8883,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
37742,0.99692,0.99819,0.994,0.98,0.99856,0.98719,0.99897,0.99694,1,0.9975,0.99579,0.95292,0.96716,0.97414,0.96054,0.99417,0.97214,0.93553,0.94049,0.92674,0.9716,0.92892,0.96709,0.9399
11460,0.9992,0.99937,1,1,0.99987,0.96449,0.99901,0.99927,0.99656,1,0.99858,0.9692,0.99597,0.99862,0.99527,0.95229,0.88175,0.96307,0.98832,0.99103,0.98494,0.97855,0.99202,0.94897
2197,0.87686,0.86619,0.9773,0.91104,0.84019,0.8514,0.85639,0.82852,0.99614,0.91113,0.72975,0.87047,0.89391,0.92112,0.55913,0.95804,0.83224,0.85193,0.95124,0.9768,1,0.78094,0.77764,0.87452
40169,0.99153,0.98866,0.9999,1,0.97192,0.96385,0.98497,0.98523,0.97859,0.96342,0.98403,0.92266,0.88417,0.87212,0.81039,0.96732,0.99824,0.89521,0.87334,0.84916,0.87489,0.80459,0.95882,0.95157
11204,0.99326,0.99025,1,0.9977,0.99914,0.96732,0.99261,0.99386,0.98002,0.96805,0.99625,0.95343,0.99377,0.99816,0.98209,0.99509,0.98956,0.94319,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
32844,0.99936,0.99886,1,1,0.99978,0.9795,0.99965,0.99935,1,1,0.99918,0.97044,0.99948,0.99968,0.99575,1,0.99996,0.96554,0.99642,0.99691,0.99526,0.99062,0.99782,0.95662
35647,0.9718,0.96772,0.99228,0.92439,0.96997,0.88039,0.94637,0.94291,0.83489,0.7527,0.95834,0.89497,0.88474,0.92002,0.94943,0.73491,0.50899,0.87165,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
8119,0.98856,0.98148,0.99968,0.96501,0.99715,0.85727,0.99473,0.99166,0.99579,0.99994,0.99728,0.93024,0.98681,0.99432,0.97995,0.99618,0.99936,0.91986,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
24984,0.98201,0.97768,0.98798,0.99903,0.99289,0.93771,0.95614,0.96452,0.90627,0.92405,0.98216,0.93516,0.9716,0.99037,0.96075,0.94286,0.90542,0.92001,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
4605,0.93823,0.93786,0.9896,0.85808,0.9776,0.83492,0.94092,0.89351,0.99387,0.84814,0.93051,0.85702,0.94171,0.97053,0.73506,0.91079,0.71229,0.8373,0.97811,0.98285,1,0.78753,0.92437,0.85694
9458,0.98447,0.98819,0.995,0.87067,0.99855,0.95255,0.99296,0.99308,0.93348,0.79467,0.9984,0.96205,0.98083,0.99307,0.98748,0.87468,0.79267,0.95329,0.99343,0.98632,1,0.99963,0.99069,0.96055
34404,0.95732,0.9397,0.94768,0.87737,0.94135,0.77708,0.94227,0.91683,0.97276,0.91762,0.83137,0.87845,0.96319,0.97312,0.71916,0.98611,0.85523,0.86017,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
36008,0.90916,0.91634,0.95149,0.81421,0.92713,0.84108,0.9503,0.93563,0.97286,0.9016,0.98497,0.91825,0.97863,0.99154,0.91573,0.96418,0.90094,0.90061,0.96933,0.96726,0.97396,0.94187,0.97666,0.91806
46611,0.96118,0.94964,0.98115,0.91933,0.9387,0.91488,0.93826,0.92533,0.97917,0.93318,0.92783,0.89523,0.97986,0.99309,0.88921,0.95548,0.85583,0.88363,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
33942,0.98788,0.96146,0.98,0.99133,0.8234,0.8628,0.97177,0.94639,0.99479,0.95319,0.89527,0.88799,0.98187,0.98304,0.86153,0.99939,0.93649,0.87529,0.97698,0.99777,1,0.75427,0.83934,0.86739
778,0.9456,0.9708,0.98445,0.88154,0.98458,0.87933,0.96684,0.97311,0.83095,0.78527,0.99517,0.94694,0.96683,0.98456,0.97072,0.97705,0.95603,0.93298,0.94049,0.92674,0.9716,0.92892,0.96709,0.9399
46047,0.91945,0.90376,0.97928,0.81314,0.89311,0.77937,0.88615,0.8478,0.97088,0.85822,0.88023,0.83163,0.8076,0.79651,0.85626,0.65958,0.55773,0.83061,0.9035,0.88021,0.95956,0.91488,0.9223,0.8531
1718,0.98108,0.97769,0.99025,0.90704,0.97865,0.83904,0.98369,0.9809,1,1,0.98374,0.86607,0.99014,0.98368,0.97111,0.99774,0.99485,0.85061,0.99641,0.98607,0.97969,0.97327,0.97176,0.90202
48182,0.95069,0.96508,0.96342,0.85416,0.98468,0.86568,0.97803,0.98032,0.97722,0.96675,0.98679,0.93535,0.9754,0.99248,0.96678,0.91703,0.8938,0.92194,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
13053,0.99291,0.92855,0.97395,0.97304,0.86899,0.8315,0.9394,0.92602,1,0.89643,0.91125,0.90824,0.97726,0.96932,0.88477,0.98773,0.95826,0.89691,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
31492,0.99146,0.98342,0.99607,0.98072,0.95946,0.90646,0.98782,0.98513,0.99528,0.99405,0.98266,0.93457,0.98759,0.99282,0.94262,0.98031,0.95768,0.91166,0.99478,0.98524,1,0.99817,0.97943,0.92321
12616,0.95999,0.95717,0.96717,0.91555,0.97324,0.88642,0.88946,0.88312,0.88631,0.58942,0.94651,0.89116,0.89714,0.92002,0.95028,0.8303,0.78297,0.8738,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
17579,0.99752,0.99821,1,0.998,0.99379,0.94379,0.99927,0.99696,1,1,0.97919,0.94718,0.98524,0.9978,0.98183,0.97586,0.97687,0.93053,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
47497,0.99796,0.99736,1,0.98,0.99629,0.9967,0.99896,0.99819,1,1,0.9987,0.99097,0.92721,0.93399,0.66898,0.92648,0.89378,0.82852,0.97811,0.98285,1,0.78753,0.92437,0.85694
39710,0.99111,0.97788,0.95833,0.87432,0.64557,0.91192,0.97366,0.94011,0.98874,0.93425,0.84121,0.94418,0.9459,0.83505,0.98318,0.98039,0.76813,0.9319,0.95382,0.9561,0.90853,0.85048,0.97861,0.9494
33724,0.92311,0.9286,0.99421,0.86617,0.92913,0.90097,0.89192,0.89899,0.87291,0.87586,0.99414,0.90934,0.86771,0.88224,0.78928,0.92417,0.83984,0.88208,0.87334,0.84916,0.87489,0.80459,0.95882,0.95157
27530,0.9477,0.92855,0.96687,0.91424,0.97252,0.91528,0.92599,0.89639,0.97569,0.9155,0.79903,0.88755,0.95351,0.99594,0.70032,0.95053,0.7577,0.87214,0.94425,0.97168,1,0.75026,0.76571,0.87606
41280,0.9777,0.96899,0.94,0.93667,0.81239,0.90534,0.95312,0.91609,0.98958,0.9,0.93974,0.96628,0.97512,0.97003,0.98482,0.95772,0.83166,0.96058,0.84227,0.81764,0.86517,0.78718,0.92765,0.95908
16847,0.99143,0.96682,0.98,0.98387,0.99291,0.8571,0.98503,0.95015,0.99219,0.86,0.74706,0.83409,0.91339,0.95993,0.53139,0.90514,0.75922,0.85957,0.95124,0.9768,1,0.78094,0.77764,0.87452
37836,0.97855,0.98234,0.96,0.95511,0.97785,0.95229,0.98187,0.9757,0.96875,0.99818,0.94599,0.96388,0.96582,0.95809,0.99692,0.95745,0.96598,0.94425,0.97123,0.96571,0.9739,0.93307,0.98917,0.94995
24364,0.99808,0.966,0.98978,0.949,0.92967,0.79387,0.98239,0.95688,0.97786,0.94811,0.85983,0.83278,0.91765,0.94728,0.58568,0.96889,0.82248,0.87077,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
8383,0.94764,0.94792,0.98544,0.9793,0.90149,0.82454,0.93313,0.90752,0.99239,0.93166,0.91518,0.83961,0.92013,0.90782,0.74592,0.97077,0.87042,0.82844,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
10555,0.99201,0.99176,0.99873,0.97492,0.99979,0.99219,0.99075,0.99121,0.97917,0.99218,0.99659,0.96954,0.99401,0.99493,0.9897,0.99865,0.99353,0.96013,0.99343,0.98632,1,0.99963,0.99069,0.96055
37932,0.99801,0.99737,0.99667,0.99872,0.99599,0.91602,0.99777,0.99779,0.99903,0.99842,0.96793,0.90705,0.98965,0.99016,0.97577,0.98276,0.99228,0.92572,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
20724,0.90463,0.87986,0.96482,0.96306,0.88324,0.89752,0.87147,0.83312,0.99057,0.85746,0.61344,0.87743,0.90217,0.89842,0.59388,0.93593,0.8066,0.8604,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
15145,0.9596,0.95665,0.93749,0.93694,0.94441,0.81269,0.93594,0.91549,0.96629,0.82668,0.82423,0.89966,0.95882,0.99075,0.76029,0.92312,0.7432,0.8838,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
18564,0.99605,0.99478,0.99,0.98,0.99895,0.90072,0.9966,0.99724,1,0.99877,0.99694,0.95658,0.98984,0.99701,0.99455,0.97606,0.94997,0.94775,0.98872,0.98255,0.99088,0.98494,0.9971,0.96009
7389,0.99818,0.99775,1,0.99947,0.99862,0.95681,0.99915,0.99876,1,1,0.99566,0.9601,0.9972,0.99906,0.98708,0.99711,0.99932,0.94913,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
11247,0.98263,0.96674,0.96,0.95333,0.99017,0.80115,0.98689,0.98849,0.96354,0.85,0.92263,0.86184,0.99792,0.99567,0.97193,0.95481,0.80693,0.85172,0.97633,0.97743,0.98577,0.98992,0.96131,0.87466
2284,0.99898,0.99932,1,1,0.99914,0.91342,0.99857,0.99841,0.99954,1,0.99859,0.96979,0.99718,0.99901,0.99482,0.99191,0.99008,0.96196,0.98832,0.99103,0.98494,0.97855,0.99202,0.94897
35480,0.9927,0.99066,0.99976,0.99954,0.98783,0.90612,0.99445,0.99655,0.97964,0.98342,0.99241,0.90959,0.99931,0.99777,0.94911,0.99818,0.99438,0.88883,0.99001,0.99583,0.98533,0.98177,0.98579,0.89513
33978,0.97452,0.97235,0.98661,0.98594,0.96661,0.83855,0.96468,0.95988,0.98017,0.95104,0.93442,0.86045,0.93065,0.93845,0.90628,0.97882,0.95661,0.83975,0.9678,0.96768,0.98629,0.97414,0.94571,0.86884
2382,0.99953,0.999,1,1,0.99994,0.98099,0.99953,0.99962,1,1,0.99916,0.98299,0.99931,0.9994,0.99621,1,1,0.9765,0.9972,0.99721,0.99766,0.99363,0.99833,0.96214
48378,0.99818,0.99788,1,1,0.99874,0.96752,0.99852,0.99747,1,0.99947,0.99773,0.95765,0.98625,0.99346,0.9844,0.99787,0.99443,0.94441,0.94049,0.92674,0.9716,0.92892,0.96709,0.9399
20698,0.93775,0.9074,0.98564,0.96961,0.97971,0.88497,0.92059,0.90467,0.98981,0.97579,0.91625,0.88161,0.93839,0.9904,0.60524,0.94127,0.87555,0.85481,0.97698,0.99777,1,0.75427,0.83934,0.86739
42579,0.9984,0.99741,1,1,0.99095,0.87114,0.99735,0.99513,1,1,0.99557,0.93855,0.99306,0.99785,0.98797,0.99402,0.97551,0.9262,0.99143,0.99445,0.98464,0.97452,0.99761,0.93639
23547,0.94928,0.93647,0.94501,0.88637,0.76174,0.78898,0.89576,0.85445,0.98658,0.83443,0.65964,0.87904,0.90217,0.89842,0.59388,0.93593,0.8066,0.8604,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
45701,0.98524,0.95695,0.995,0.87829,0.96711,0.90116,0.93751,0.91899,0.97917,0.91674,0.85923,0.9243,0.95953,0.9657,0.78622,0.97655,0.96756,0.911,0.91392,0.9771,0.86022,0.77039,0.79659,0.88593
13764,0.99708,0.9973,0.98,0.98,0.99854,0.9999,0.99996,0.99983,1,0.94,0.99981,0.99981,0.97202,0.98667,0.84939,0.87802,0.51476,0.83298,0.9035,0.88021,0.95956,0.91488,0.9223,0.8531
12846,0.99687,0.99501,1,0.99975,0.99746,0.95473,0.99497,0.99471,1,0.96929,0.99127,0.94511,0.99232,0.99428,0.97805,0.97238,0.90035,0.92674,0.96933,0.96726,0.97396,0.94187,0.97666,0.91806
6315,0.99599,0.99384,0.9998,0.99968,0.98853,0.92406,0.99881,0.99874,1,0.99806,0.99307,0.93774,0.99031,0.99432,0.9745,0.97606,0.98826,0.92783,0.98857,0.98035,0.98079,0.97521,0.95304,0.92694
43979,0.92254,0.92449,0.95804,0.93064,0.96032,0.85427,0.90606,0.89873,0.84495,0.77236,0.94436,0.88551,0.88368,0.91715,0.94883,0.76011,0.56378,0.86741,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
6948,0.9987,0.99876,1,0.99947,0.99958,0.96978,0.99947,0.99918,1,1,0.99563,0.95965,0.9972,0.99906,0.98708,0.99711,0.99932,0.94913,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
44144,0.96214,0.96843,0.96061,0.90518,0.81688,0.7969,0.91391,0.8711,0.99627,0.89456,0.9233,0.8454,0.91891,0.94705,0.64845,0.93408,0.85585,0.8297,0.98059,0.99468,1,0.75584,0.88274,0.86486
44471,0.99904,0.99871,1,0.99973,0.99999,0.9742,0.99882,0.99777,1,1,0.99899,0.96702,0.99876,0.99951,0.99515,1,0.99992,0.96145,0.99115,0.99218,0.99329,0.98346,0.9893,0.94208
14486,0.99405,0.99265,1,0.96667,0.99984,0.9727,0.99184,0.99359,1,0.95869,0.99573,0.95535,0.98381,0.99048,0.98148,0.94681,0.95907,0.94042,0.93935,0.91871,0.9219,0.84264,0.99752,0.95844
31402,0.99639,0.99587,0.98,0.98,0.91743,0.85591,0.9948,0.99832,0.97917,0.94,0.97015,0.92412,0.91504,0.94619,0.63604,0.94046,0.84456,0.82829,0.97811,0.98285,1,0.78753,0.92437,0.85694
27708,0.99166,0.97897,1,0.912,0.97348,0.83368,0.99105,0.98738,0.96875,0.89724,0.95847,0.86563,0.98592,0.97592,0.86367,0.85442,0.7574,0.84615,0.9035,0.88021,0.95956,0.91488,0.9223,0.8531
6185,0.89849,0.86706,0.97445,0.9221,0.81408,0.84181,0.92736,0.91411,0.97917,0.87039,0.69303,0.84266,0.94627,0.9991,0.70671,0.9593,0.85752,0.83176,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
23701,0.98743,0.99252,0.98367,0.99654,0.84577,0.87246,0.99178,0.9748,0.99869,0.99196,0.73029,0.8863,0.91059,0.92504,0.58376,0.96629,0.81535,0.86654,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
38791,0.99922,0.99818,1,1,0.99994,0.97075,0.99925,0.99882,1,0.99818,0.9977,0.95989,0.99929,0.99963,0.99074,1,0.99991,0.95175,0.99664,0.99808,0.99681,0.99557,0.99771,0.93928
47111,0.9863,0.97717,0.97786,0.98737,0.9903,0.92919,0.98339,0.98323,0.90903,0.83636,0.98788,0.87828,0.99808,0.97974,0.94676,0.67186,0.61599,0.86268,0.9859,0.97571,0.96044,0.85644,0.96524,0.87338
16213,0.99719,0.99491,0.99986,0.99973,0.99815,0.96676,0.99665,0.99729,1,0.99802,0.99866,0.96648,0.99155,0.98985,0.98957,0.99945,0.96217,0.95257,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
45737,0.9966,0.99406,1,1,0.99221,0.92589,0.99856,0.99809,1,1,0.99338,0.91556,0.99071,0.99386,0.95244,0.99617,0.98549,0.90185,0.99001,0.99583,0.98533,0.98177,0.98579,0.89513
4242,0.99394,0.99658,0.99904,0.99867,0.9207,0.8741,0.99598,0.99379,0.99286,0.99929,0.9651,0.92569,0.96886,0.98284,0.90136,0.95737,0.93395,0.90581,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
34008,0.99655,0.99456,0.98,0.956,0.99916,0.93501,0.99655,0.99802,0.99583,1,0.99734,0.95099,0.99703,0.9984,0.99273,0.99918,0.99924,0.94335,0.99893,0.99598,1,0.99853,0.99629,0.95302
20686,0.94275,0.92359,0.98713,0.88844,0.79718,0.78938,0.90992,0.86743,0.99406,0.86946,0.82036,0.88392,0.90217,0.89842,0.59388,0.93593,0.8066,0.8604,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
9958,0.99707,0.996,1,0.99934,0.99769,0.95469,0.9954,0.99536,1,0.9987,0.99091,0.94862,0.98924,0.9938,0.97878,0.99862,0.99886,0.93117,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
14353,0.98437,0.98091,0.98681,0.97875,0.97413,0.88438,0.96901,0.9657,0.93725,0.96933,0.9751,0.88546,0.94486,0.95687,0.9419,0.90891,0.77029,0.85978,0.80119,0.75106,0.84867,0.67088,0.93895,0.87502
28822,0.87248,0.90845,0.96,0.87195,0.99612,0.78794,0.95734,0.9553,0.98889,0.95083,0.97235,0.93001,0.97523,0.98623,0.9113,0.99109,0.96352,0.9079,0.97904,0.97714,0.98591,0.96919,0.98171,0.92656
34280,0.96767,0.93675,0.98967,0.95518,0.82626,0.81096,0.9427,0.9217,0.99479,0.98577,0.90526,0.88962,0.98187,0.98304,0.86153,0.99939,0.93649,0.87529,0.97698,0.99777,1,0.75427,0.83934,0.86739
24688,0.99604,0.9951,0.98444,0.99686,0.96979,0.78321,0.99897,0.99792,0.97041,0.94629,0.99345,0.86848,0.99846,0.9926,0.9772,0.98697,0.96358,0.92971,0.99059,0.98397,0.9885,0.96124,0.98405,0.92983
12870,0.99337,0.98809,0.99333,0.99948,0.9999,0.92198,0.99791,0.99829,0.99873,0.97832,0.99723,0.93771,0.99109,0.98911,0.97494,0.99681,0.99976,0.92333,0.93734,0.93208,0.94647,0.92008,0.95712,0.90965
2032,0.95236,0.96645,0.93182,0.78754,0.9653,0.80219,0.97871,0.97949,0.91004,0.82766,0.95147,0.88761,0.97415,0.98019,0.97732,0.84854,0.86395,0.85935,0.97633,0.97743,0.98577,0.98992,0.96131,0.87466
35885,0.99751,0.99665,0.98138,0.95779,0.91902,0.83453,0.94816,0.92283,0.97703,0.9244,0.73672,0.87777,0.96647,0.95752,0.67046,0.9985,0.84712,0.86394,0.94359,0.97856,1,0.75494,0.76001,0.87924
7694,0.95183,0.94797,0.98469,0.9717,0.96446,0.83291,0.93065,0.90499,0.97361,0.95634,0.90386,0.85123,0.83381,0.86283,0.88176,0.79642,0.67889,0.83331,0.90759,0.88651,0.95749,0.95207,0.93742,0.86261
8874,0.99503,0.99502,1,0.98234,0.96218,0.86906,0.9956,0.99309,1,1,0.99874,0.93159,0.99415,0.99492,0.97644,1,0.99839,0.91825,0.98647,0.98476,0.98487,0.97624,0.99541,0.90924
23648,0.96009,0.94375,0.96949,0.86084,0.78592,0.83149,0.89833,0.86277,0.97917,0.82836,0.62373,0.84956,0.92877,0.95552,0.63146,0.95322,0.78187,0.83817,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
5762,0.9932,0.9938,0.99333,0.93667,0.99366,0.96333,0.99687,0.9963,1,0.99968,0.99963,0.97849,0.99245,0.99356,0.99351,1,0.99592,0.96682,0.98872,0.98255,0.99088,0.98494,0.9971,0.96009
25870,0.94146,0.90518,0.98125,0.89787,0.8617,0.77639,0.91254,0.8867,0.98333,0.8435,0.94398,0.8592,0.93349,0.95147,0.78392,0.94818,0.75024,0.83874,0.97811,0.98285,1,0.78753,0.92437,0.85694
7751,0.98087,0.97423,0.99364,0.99818,0.9685,0.92978,0.99269,0.97694,0.93854,0.93924,0.96575,0.93842,0.98153,0.9815,0.92186,0.85106,0.89439,0.92418,0.98951,0.97112,0.96825,0.87612,0.91024,0.90907
26561,0.92973,0.9017,0.99436,0.93991,0.99125,0.90464,0.97338,0.97536,0.96354,0.91833,0.87183,0.89233,0.96472,0.99073,0.75121,0.93048,0.84567,0.86894,0.97698,0.99777,1,0.75427,0.83934,0.86739
21983,0.94167,0.94162,0.98647,0.92362,0.86488,0.89878,0.9464,0.92902,0.99273,0.90609,0.87172,0.89601,0.91786,0.94751,0.58743,0.97029,0.83946,0.87291,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
39702,0.95069,0.95275,0.97672,0.99162,0.90395,0.88597,0.92148,0.89233,0.99627,0.88728,0.88086,0.83087,0.89352,0.92274,0.61997,0.93054,0.89986,0.83112,0.96559,0.96671,1,0.76618,0.90835,0.86042
23621,0.99939,0.99904,1,1,0.99983,0.97605,0.99959,0.99926,1,1,0.99966,0.97819,0.99939,0.99974,0.99739,1,0.99996,0.97448,0.99973,0.99939,1,0.99983,0.99813,0.96706
38535,0.96753,0.98317,0.96884,0.98604,0.87879,0.90705,0.9108,0.90809,0.98097,0.94631,0.85757,0.90786,0.96311,0.94252,0.865,0.9325,0.71874,0.88507,0.95382,0.9561,0.90853,0.85048,0.97861,0.9494
47486,0.99373,0.99374,1,0.97425,0.97613,0.97662,0.98116,0.96133,1,0.96958,0.86134,0.88639,0.90826,0.88169,0.69042,0.98756,0.91146,0.86137,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
11599,0.97558,0.97664,0.9559,0.99944,0.97454,0.91366,0.97668,0.97672,0.97941,0.94667,0.9877,0.91389,0.89169,0.9203,0.79425,0.84707,0.87712,0.88071,0.87836,0.87911,0.76353,0.64552,0.97616,0.95759
13052,0.99677,0.99576,0.99927,0.9979,0.99893,0.96647,0.99682,0.9974,0.99496,0.97965,0.99444,0.95983,0.99465,0.99776,0.98432,0.99516,0.99585,0.94622,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
19923,0.98188,0.98435,1,0.99982,0.91045,0.92335,0.95837,0.94301,0.99339,0.94664,0.95189,0.85336,0.91369,0.90071,0.73325,0.96699,0.83944,0.83473,0.93858,0.97872,0.85161,0.72228,0.77771,0.88254
188,0.99478,0.99403,0.99841,0.99935,0.98138,0.88527,0.99746,0.99655,1,0.98333,0.97799,0.96057,0.98244,0.97245,0.98431,0.98936,0.99412,0.94523,0.96954,0.96407,0.96328,0.9553,0.99544,0.9119
48808,0.99892,0.99865,1,0.99917,0.99963,0.96064,0.99908,0.99909,1,1,0.99873,0.96718,0.99837,0.99914,0.99209,0.99976,0.9994,0.95586,0.99677,0.99685,0.99833,0.99778,0.99548,0.95049
