ID,GBM_2,GBM_5,GBM_3,GBM_4,GBM_grid_4,GBM_grid_2,GBM_grid_3,GBM_1,GBM_grid_1,GBM_grid_5,XRT_1,DRF_1,DL_1,GLM_1
30115,0.99967,0.99898,0.9986,0.99704,0.99681,0.99966,0.99868,0.99906,0.99857,0.99585,1,0.9822,0.99929,0.99502
17358,0.99978,0.99879,0.99994,0.99818,0.9966,0.999,0.99836,0.99871,0.99983,0.99927,1,1,0.99187,0.94292
11126,0.99754,0.99771,0.99863,0.99444,0.99847,0.99689,0.99778,0.99793,0.99913,0.99778,1,0.99911,0.99788,0.98958
27539,0.96325,0.95768,0.94276,0.88869,0.86552,0.93184,0.92113,0.97207,0.8647,0.9676,0.97019,0.90087,0.96262,0.99396
19167,0.99857,0.99726,0.99794,0.99859,0.99852,0.99807,0.99827,0.99904,0.99418,0.99759,0.98,0.96,0.97148,0.914
23767,0.99907,0.99862,0.99899,0.99815,0.9959,0.99965,0.99655,0.99973,0.99849,0.9983,1,0.97578,0.9962,0.96453
15811,0.99907,0.99865,0.99863,0.99755,0.99918,0.99835,0.99828,0.99855,0.99935,0.99815,1,0.99987,0.99966,0.99277
24258,0.99856,0.99875,0.99628,0.99305,0.93758,0.9935,0.96901,0.98959,0.98447,1,0.98,0.98,0.97204,0.96447
43971,0.99864,0.99815,0.99649,0.99765,0.99937,0.99806,0.99723,0.99868,0.99719,0.99955,1,0.98,0.9877,0.99286
27370,0.91302,0.92707,0.93228,0.96738,0.87853,0.94541,0.93472,0.97777,0.92135,0.94689,0.9935,0.93453,0.97357,0.90815
23456,0.95498,0.9514,0.95522,0.97188,0.98229,0.95808,0.96263,0.98765,0.94202,0.90644,0.96473,0.99598,0.96752,0.95438
26353,0.9998,0.9998,0.99955,0.99939,0.9988,0.99991,0.99992,0.99829,0.99949,0.99959,1,1,0.99996,0.99518
7919,0.99745,0.99357,0.98523,0.99877,0.9892,0.99164,0.99482,0.99134,0.95979,0.97608,0.964,0.96,0.96381,0.96919
33870,0.99236,0.9941,0.99112,0.98899,0.998,0.99772,0.9951,0.99188,0.99683,0.98078,0.99914,0.98557,0.99098,0.96563
25554,0.98007,0.96178,0.95601,0.94234,0.98779,0.95459,0.94334,0.93618,0.97029,0.99676,0.97112,0.98686,0.97269,0.9007
28567,0.9949,0.96205,0.95846,0.90669,0.99679,0.94935,0.94747,0.97168,0.90021,0.93847,0.9865,0.88061,0.95999,0.90037
16802,0.9975,0.99806,0.99658,0.9991,0.99129,0.99891,0.9971,0.99833,0.99784,0.99838,0.98,0.96,0.99698,0.932
14403,0.99634,0.99554,0.99551,0.99153,0.9968,0.99225,0.99694,0.99616,0.97951,0.99573,0.99993,0.99948,0.99933,0.98488
37618,0.99968,0.99703,0.97046,0.9784,0.974,0.99638,0.99084,0.99226,0.99182,0.99206,0.99643,0.98618,0.91633,0.91236
22472,0.94183,0.97164,0.92918,0.89841,0.82861,0.9888,0.94752,0.95565,0.86841,0.8571,0.94193,0.87917,0.89724,0.98827
29300,0.99734,0.98995,0.98068,0.99491,0.98945,0.98385,0.98641,0.99509,0.96534,0.96993,0.97422,0.97926,0.98737,0.97449
7519,0.97016,0.97357,0.96448,0.98762,0.95351,0.96609,0.96237,0.97979,0.95331,0.9935,0.98686,0.95214,0.89196,0.92117
12286,0.97952,0.98336,0.99056,0.9913,0.9997,0.98354,0.98687,0.9856,0.96224,0.96557,0.96891,0.95357,0.98287,0.9775
3946,0.99,0.97706,0.98181,0.97496,0.98791,0.98999,0.98494,0.98109,0.92237,0.98012,0.99579,0.94626,0.99693,0.96104
19393,0.99881,0.9987,0.99894,0.99809,0.99968,0.99956,0.99961,0.99894,0.99867,0.99743,0.99993,1,0.99956,0.98295
18147,0.9998,0.9995,0.99919,0.99927,0.99872,0.99989,0.99987,0.99947,0.99997,0.99967,0.9998,1,0.99996,0.9843
987,0.97702,0.96535,0.97368,0.92633,0.98208,0.93669,0.96901,0.98043,0.99369,0.99751,0.98,0.98892,0.98619,0.94672
46432,0.97664,0.92214,0.92009,0.973,0.93067,0.94397,0.94803,0.89285,0.91519,0.97472,0.98234,0.93806,0.93284,0.92045
30520,0.9966,0.98962,0.99094,0.95755,0.96051,0.98361,0.99432,0.99324,0.99593,0.91031,0.91452,0.8923,0.9726,0.94147
43049,0.99605,0.99579,0.99635,0.99355,0.99238,0.99626,0.99561,0.99434,0.98704,0.99571,0.99711,0.97215,0.99876,0.99215
16166,0.99822,0.9925,0.99666,0.99496,0.9965,0.99601,0.99293,0.99506,0.99349,0.99559,1,0.99938,0.99755,0.97493
14348,0.97314,0.98027,0.98904,0.96326,0.99919,0.97043,0.95108,0.964,0.95731,0.99393,0.98443,0.96649,0.97639,0.89909
6583,0.99992,0.99936,0.99889,0.99865,0.99975,0.99978,0.99975,0.99913,0.99956,0.99967,1,1,0.99966,0.98669
3682,0.99984,0.99975,0.99967,0.99957,0.99936,0.99987,0.99993,0.99968,0.99985,0.99974,1,1,0.99989,0.99514
12554,0.97686,0.9571,0.84576,0.91399,0.89326,0.96292,0.85951,0.96665,0.92077,0.94679,0.9925,0.99333,0.92038,0.91079
36890,0.96118,0.98851,0.99385,0.99389,0.99579,0.99322,0.98841,0.98831,0.99633,0.99928,0.96693,0.93715,0.95718,0.95043
40386,0.99766,0.99914,0.99983,0.99752,0.9958,0.99874,0.99997,0.9978,0.99381,0.99943,1,1,1,1
17520,0.99756,0.99885,0.99848,0.9947,0.99766,0.99843,0.99784,0.99427,0.99986,0.99768,0.99914,0.99558,0.99361,0.98382
29578,0.96447,0.97839,0.98175,0.95252,0.98639,0.97528,0.99394,0.98166,0.98764,0.82928,0.93652,0.99651,0.95824,0.95213
37009,0.90828,0.92748,0.90843,0.95992,0.90587,0.94281,0.96325,0.94294,0.89414,0.92831,0.88483,0.78799,0.9533,0.93145
20465,0.9997,0.9986,0.99899,0.99828,0.99318,0.99946,0.99925,0.99867,0.99745,0.99803,1,0.99978,0.99805,0.95236
36167,0.98606,0.98286,0.99299,0.98306,0.98677,0.98485,0.98723,0.99366,0.98916,0.9958,0.99648,0.98892,0.98881,0.96327
45329,0.98123,0.98921,0.98849,0.9837,0.99827,0.98692,0.99288,0.98116,0.9492,0.98075,0.99821,0.98836,0.99283,0.94579
13562,0.95817,0.9787,0.97068,0.96642,0.96774,0.95279,0.93856,0.99976,0.98639,0.93505,0.99074,0.96875,0.9996,0.93386
16289,0.99468,0.99902,0.99866,0.99927,0.99689,0.99913,0.99755,0.99864,0.99688,1,1,0.96,0.99193,0.97629
38270,0.998,0.99804,0.99714,0.99868,0.99868,0.9966,0.99675,0.99842,0.9985,0.99498,0.99866,0.99736,0.99655,0.98595
23364,0.99741,0.99821,0.99868,0.99989,0.99305,0.99888,0.99942,0.9978,0.99862,0.998,1,0.9775,0.98839,0.90666
10544,0.99817,0.99839,0.99773,0.99703,0.99826,0.99926,0.99875,0.99803,0.98851,0.9983,1,0.99972,0.99657,0.96956
43272,0.99997,0.99639,0.99858,0.98637,0.99725,0.99648,0.99497,0.9974,0.99569,0.99916,1,0.96022,0.99563,0.98184
9100,0.99876,0.99885,0.99919,0.99897,0.99913,0.99944,0.9992,0.99898,0.99807,0.99903,1,1,0.99566,0.97577
48045,0.99621,0.99036,0.99785,0.97064,0.99276,0.99097,0.98656,0.97478,0.99174,0.9929,1,0.98116,0.95579,0.94073
4834,0.94466,0.98681,0.95676,0.99168,0.97009,0.95145,0.95702,0.97461,0.97243,0.9527,0.99111,0.89,0.86617,0.90146
29156,0.99576,0.99515,0.99864,0.99955,0.9965,0.99524,0.98637,0.99578,0.99669,0.99989,0.96,0.99474,0.92647,0.91422
4287,0.99742,0.99953,0.99991,0.9961,0.99669,0.9976,0.99935,0.99806,0.99584,0.99993,1,1,0.99111,0.98177
26750,0.97828,0.97985,0.97139,0.99358,0.93847,0.97807,0.98186,0.9885,0.96049,0.95282,0.99491,0.9895,0.98068,0.90391
416,0.98795,0.99094,0.98518,0.99094,0.98716,0.99037,0.99002,0.98347,0.9918,0.98885,0.98,0.99226,0.99898,0.96436
6784,0.99828,0.99862,0.99696,0.99793,0.99988,0.99705,0.99788,0.99681,0.99985,0.99958,1,0.99948,0.99724,0.99024
47619,0.96108,0.9651,0.95538,0.99282,0.95688,0.96049,0.97598,0.94195,0.90417,0.82288,0.96886,0.99162,0.93847,0.90098
35198,0.96221,0.98397,0.98923,0.98036,0.97425,0.94986,0.98406,0.98172,0.91759,0.87358,0.93053,0.90616,0.97685,0.94018
46628,0.92384,0.92869,0.86399,0.79989,0.96107,0.92858,0.92303,0.92189,0.99252,0.84765,0.99544,0.93235,0.95447,0.90125
31537,0.99814,0.99821,0.99946,0.99873,0.99529,0.99935,0.99876,0.99875,0.99749,0.99881,0.99805,0.97714,0.99528,0.98976
13805,0.98074,0.99451,0.98312,0.97139,0.96587,0.96393,0.99286,0.98287,0.98302,0.99727,0.95154,0.98608,0.93379,0.93739
31333,0.99572,0.99356,0.99694,0.9996,0.99861,0.99579,0.98906,0.98563,0.99515,0.99478,0.99902,0.96333,0.9918,0.94775
8311,0.99996,0.98676,0.94191,0.96103,0.96735,0.96106,0.92474,0.99998,0.9631,0.9929,0.97406,0.96825,0.98789,0.89978
32638,0.96822,0.96462,0.98033,0.94709,0.98404,0.97809,0.9725,0.98163,0.9986,0.97977,1,0.98778,0.98399,0.91759
12032,0.9966,0.99459,0.99698,0.98661,0.97601,0.99669,0.99777,0.99966,0.96792,0.96436,0.99993,0.98195,0.99502,0.97298
362,0.99736,0.9988,0.99633,0.99717,0.99514,0.99854,0.99738,0.99833,0.99807,0.99701,0.99964,0.95996,0.98717,0.92622
8325,0.99425,0.99148,0.99496,0.99081,0.9982,0.99343,0.99612,0.99525,0.99323,0.99627,0.9987,0.99853,0.99985,0.97476
17917,0.99967,0.99856,0.99954,0.99928,0.99964,0.9992,0.99763,0.99819,0.99987,0.99905,1,1,0.99892,0.99066
34608,0.99717,0.99487,0.99831,0.99548,0.99312,0.99713,0.99452,0.99718,0.99955,0.99952,1,1,0.99451,0.95265
35721,0.99907,0.99952,0.99866,0.99963,0.9999,0.99979,0.99891,0.99888,0.99983,0.99848,1,1,0.99991,0.99407
25763,0.98431,0.99395,0.99104,0.99486,0.99564,0.98384,0.98054,0.9976,0.99156,0.99474,1,0.99908,0.97954,0.95749
46872,0.99958,0.99916,0.99879,0.99799,0.9999,0.99951,0.99908,0.99782,0.99936,0.9997,1,0.99759,0.99834,0.98801
24499,0.98237,0.95944,0.97119,0.9683,0.99746,0.95679,0.99127,0.98924,0.98836,0.98413,0.98,0.935,0.98385,0.90084
18282,0.99853,0.99624,0.99812,0.99575,0.99795,0.99691,0.99897,0.99727,0.99947,0.99762,1,0.99818,0.99897,0.98895
918,0.95672,0.94282,0.92685,0.88695,0.99512,0.94925,0.91339,0.98197,0.93433,0.94408,0.9892,0.92312,0.92589,0.92463
2019,0.9975,0.99895,0.99905,0.9994,0.99899,0.99999,0.99969,0.99998,0.99913,0.9998,1,1,0.99989,0.98924
43711,0.98906,0.99214,0.98647,0.95914,0.93147,0.98199,0.99513,0.9703,0.98005,0.94198,0.98,0.97411,0.9817,0.91339
16536,0.98902,0.95585,0.99365,0.9378,0.9726,0.90617,0.98066,0.96081,0.96514,0.96086,1,0.94629,0.97043,0.94935
5515,0.98534,0.97774,0.97058,0.97434,0.99495,0.98079,0.96598,0.97927,0.96765,0.9933,0.98464,0.96449,0.98366,0.97493
10371,0.98896,0.97697,0.99001,0.94776,0.9565,0.97652,0.99573,0.97263,0.95477,0.94827,0.98181,0.92806,0.9733,0.90636
36245,0.95985,0.94133,0.95801,0.95032,0.93977,0.95292,0.90656,0.98063,0.98118,0.96179,0.97033,0.96175,0.99157,0.90675
30981,0.98714,0.94825,0.89982,0.91384,0.98831,0.95883,0.97085,0.96802,0.96391,0.9317,1,0.96309,0.97449,0.91585
7978,0.98268,0.97299,0.97607,0.99162,0.9848,0.97601,0.95717,0.97689,0.97755,0.97329,0.99889,0.98615,0.98113,0.92815
4225,0.88398,0.95222,0.91964,0.84584,0.95,0.87931,0.97813,0.91337,0.87368,0.99759,0.98361,0.99991,0.91108,0.92176
33926,0.9938,0.99307,0.99569,0.99073,0.99743,0.99394,0.99292,0.9886,0.98705,0.99107,0.99671,0.98616,0.99755,0.96769
12196,0.93138,0.92715,0.90805,0.87891,0.91567,0.94619,0.9492,0.94366,0.98945,0.99437,0.98571,0.98407,0.91166,0.93616
34182,0.99776,0.96427,0.91993,0.95991,0.95854,0.96693,0.95895,0.99755,0.99454,0.99071,0.99524,0.96511,0.96143,0.90097
27987,0.9857,0.93309,0.98596,0.9537,0.97087,0.95141,0.96303,0.92578,0.99229,0.89744,0.94826,0.93612,0.96084,0.94128
43482,0.99983,0.99898,0.99926,0.99875,0.99961,0.99991,0.99983,0.99886,0.99948,0.99977,1,1,0.99953,0.98764
4516,0.99996,0.99972,0.99966,0.99908,0.99943,0.99993,0.99965,0.99985,0.99955,0.99983,1,1,0.99996,0.99849
26540,0.98505,0.98765,0.98247,0.9863,0.99827,0.98422,0.98783,0.9827,0.9928,0.96676,0.99308,0.98663,0.98119,0.91593
7721,0.94481,0.95834,0.98257,0.97485,0.9969,0.98278,0.91197,0.98887,0.93227,0.96015,0.976,0.96136,0.92428,0.9688
23624,0.99673,0.9951,0.97735,0.97461,0.99252,0.9874,0.99799,0.99379,0.95869,0.99667,0.98631,0.99429,0.96889,0.97679
41252,0.99843,0.99744,0.99734,0.99783,0.9999,0.99579,0.99534,0.9997,0.99961,0.99957,0.97756,0.97719,0.98617,0.92791
1008,0.91016,0.96092,0.96087,0.96917,0.97169,0.93815,0.96551,0.96192,0.98971,0.99539,0.96534,0.96791,0.95311,0.90707
8195,0.95499,0.95971,0.97014,0.97286,0.86097,0.94641,0.93533,0.91861,0.93473,0.94915,0.99131,0.99585,0.90287,0.91664
15029,0.9775,0.96537,0.98764,0.97499,0.94249,0.95637,0.98618,0.93984,0.94997,0.93736,0.93356,0.9702,0.94008,0.93315
19084,0.99293,0.98016,0.99233,0.99346,0.99718,0.98982,0.99214,0.98875,0.99167,0.99575,1,0.9992,0.99505,0.95045
27215,0.94226,0.97731,0.99692,0.9625,0.97838,0.9439,0.97523,0.96518,0.94832,0.89469,0.98471,0.89664,0.92357,0.91416
23023,0.99991,0.99991,0.9994,0.99905,0.99992,0.99928,0.99953,0.99981,0.99956,0.9995,0.9998,1,0.99985,0.99307
8261,0.99465,0.99964,0.99714,0.9952,0.99496,0.9981,0.99701,0.99922,0.99688,0.99975,1,0.99684,0.99249,0.97642
11093,0.96738,0.93226,0.95938,0.95652,0.88872,0.95022,0.94044,0.92236,0.86298,0.97806,0.96536,0.97514,0.92837,0.95319
36305,0.96313,0.93291,0.95497,0.90694,0.93577,0.96904,0.98414,0.93227,0.96737,0.94948,0.96877,0.95615,0.9078,0.95225
33508,0.97235,0.97591,0.98218,0.98049,0.96804,0.95203,0.96375,0.99096,0.97989,0.95549,0.98426,0.93688,0.98637,0.91835
20738,0.99576,0.99222,0.99979,0.99439,0.99893,0.99746,0.99414,0.99507,0.99748,0.99178,1,0.96038,0.99142,0.96924
23569,0.99512,0.96926,0.96439,0.96205,0.91921,0.99509,0.9757,0.95409,0.92802,0.96607,0.9952,0.98298,0.95544,0.95984
15244,0.99625,0.99717,0.99342,0.99378,0.99894,0.99808,0.99983,0.99693,0.9998,0.99782,0.98,1,0.99793,0.99319
16856,0.8785,0.84752,0.88471,0.89323,0.92329,0.93985,0.82987,0.92187,0.87576,0.96125,0.98884,0.98802,0.87926,0.93136
1958,0.9977,0.99462,0.99689,0.99716,0.98612,0.9946,0.99277,0.99515,0.98596,0.99611,0.97869,0.99739,0.99365,0.97851
42746,0.89674,0.90349,0.94626,0.92875,0.94429,0.96877,0.85312,0.98772,0.9382,0.91011,0.98133,0.94667,0.92584,0.89867
34615,0.98198,0.97525,0.96985,0.97482,0.97628,0.96764,0.97548,0.97161,0.98128,0.93975,1,0.98498,0.95123,0.90098
43302,0.99598,0.9877,0.99211,0.99789,0.98044,0.98351,0.97967,0.99823,0.95837,0.97964,0.9,0.93784,0.9767,0.95018
31218,0.96863,0.9714,0.94706,0.96752,0.93269,0.96578,0.92485,0.95407,0.94563,0.98235,0.9562,0.9182,0.91177,0.9892
39156,0.99585,0.99466,0.99686,0.99147,0.9935,0.99559,0.99622,0.99479,0.99581,0.99672,0.9987,0.99923,0.99842,0.98865
16971,0.95724,0.96051,0.94071,0.99811,0.97197,0.95804,0.9521,0.96526,0.95917,0.90965,0.95971,0.90241,0.90047,0.91132
33242,0.99628,0.99516,0.99303,0.99625,0.98013,0.98646,0.99071,0.99866,0.99121,1,0.99,0.972,0.95527,0.92542
20013,0.99966,0.98837,0.99159,0.99168,0.92599,0.98618,0.99573,0.99653,0.9826,0.9983,0.98,0.93764,0.96413,0.89925
11190,0.99715,0.99861,0.9971,0.99657,0.98089,0.99373,0.9917,0.99647,0.9921,0.99694,0.99895,0.99601,0.9895,0.95672
13961,0.99839,0.99906,0.99842,0.9984,0.99727,0.99981,0.99987,0.99722,0.99898,0.99826,1,0.99815,0.99959,0.98833
22399,0.99927,0.99699,0.99549,0.99989,0.99913,0.99976,0.99936,0.99493,0.99627,0.99566,1,0.97793,0.99656,0.96281
43281,0.99907,0.99865,0.99712,0.9984,0.99945,0.99832,0.99839,0.99932,0.99858,0.99811,1,0.98,0.99942,0.99522
31647,0.98734,0.96348,0.97449,0.94864,0.97632,0.95335,0.9862,0.98972,0.96266,0.98008,0.97019,0.83895,0.99853,0.92589
982,0.99511,0.99756,0.98712,0.99968,0.99175,0.99902,0.99919,0.9894,0.99369,0.98978,1,0.9826,0.9634,0.91447
42111,0.94497,0.9624,0.95088,0.85925,0.95504,0.9838,0.96849,0.98955,0.94865,0.90362,0.94763,0.94359,0.84095,0.93806
24498,0.99872,0.9969,0.99861,0.99671,0.99953,0.99764,0.99837,0.99925,0.99926,0.99839,1,0.99929,0.99848,0.98302
38507,0.9905,0.98828,0.98429,0.97803,0.99008,0.98541,0.9904,0.98711,0.98461,0.96005,0.87227,0.89295,0.98353,0.96191
43188,0.9966,0.99458,0.99827,0.99805,0.99803,0.99517,0.99072,0.99697,0.99551,0.99965,1,0.99822,0.99376,0.96547
16949,0.99989,0.99974,0.99983,0.99925,0.99821,0.99979,0.9998,0.99897,0.99977,0.99952,1,1,0.99698,0.98844
10017,0.9649,0.99218,0.97704,0.96574,0.95447,0.9755,0.99996,0.96159,0.86752,0.98925,0.99498,0.95061,0.9677,0.97266
10748,0.99511,0.99715,0.996,0.98804,0.99593,0.99262,0.99111,0.9942,0.98353,0.98719,0.99426,0.98093,0.99393,0.97822
45584,0.96227,0.95163,0.98362,0.97003,0.97984,0.95138,0.96983,0.98685,0.98523,0.90724,0.97698,0.88521,0.97902,0.90216
19911,0.97493,0.98007,0.98563,0.97801,0.98198,0.98413,0.98844,0.98177,0.99951,0.99742,0.995,0.97893,0.9798,0.93484
11714,0.998,0.99559,0.97303,0.98883,0.97749,0.99647,0.98601,0.98715,0.99926,0.98285,1,0.99284,0.99426,0.96612
47824,0.92561,0.86738,0.86412,0.79928,0.85928,0.93282,0.81625,0.9024,0.98901,0.88119,0.92619,0.87219,0.98283,0.90689
4949,0.99116,0.9961,0.99299,0.98382,0.97217,0.98564,0.97981,0.99304,0.96039,0.98396,0.98241,0.89682,0.93571,0.97398
5680,0.99791,0.99454,0.99751,0.99975,0.99797,0.99847,0.99788,0.99812,0.99681,0.99942,1,0.99464,0.99994,1
5976,0.99061,0.9963,0.99945,0.98489,0.99058,0.98888,0.97444,0.99262,0.98523,0.95574,0.99148,0.95734,0.95205,0.94856
19577,0.99922,0.9901,0.99905,0.97331,0.93314,0.99714,0.98355,0.99446,0.97733,0.99443,0.97504,0.90712,0.97269,0.96563
26875,0.94907,0.96084,0.952,0.94822,0.90889,0.94465,0.97327,0.99408,0.99556,0.95803,0.92094,0.85193,0.95721,0.93019
41265,0.99114,0.99209,0.98798,0.99233,0.99042,0.99536,0.99763,0.99789,0.98122,0.99657,0.97,0.93942,0.82015,0.96747
7880,0.99554,0.99162,0.9966,0.99438,0.99543,0.99366,0.99222,0.99656,0.99606,0.99922,1,1,0.99323,0.94958
6619,0.99214,0.99393,0.99395,0.99884,0.99959,0.98876,0.99938,0.99965,0.99463,0.99998,1,0.98,0.99608,0.91229
37702,0.98202,0.97994,0.99128,0.99169,0.94848,0.98733,0.9998,0.99241,0.97019,0.96532,0.98105,0.95559,0.95498,0.9446
640,0.99667,0.99748,0.99601,0.99535,0.99449,0.99302,0.9922,0.99486,0.99332,0.99557,0.98,0.99867,0.99288,0.98869
20296,0.9371,0.9254,0.98893,0.96279,0.83178,0.95676,0.9187,0.9455,0.85083,0.98868,0.95222,0.96909,0.97373,0.9374
44310,0.99922,0.99339,0.9974,0.99835,0.97923,0.99453,0.98868,0.98576,0.99741,0.9982,1,1,0.99799,0.98421
29855,0.97678,0.98234,0.99188,0.87515,0.92064,0.98729,0.99778,0.99992,0.94289,0.83694,0.95827,0.79748,0.94924,0.92764
39089,0.91544,0.8834,0.97031,0.92946,0.91718,0.86547,0.92979,0.97334,0.97228,0.89369,0.93172,0.96182,0.99747,0.89995
34458,0.97909,0.97843,0.97294,0.9888,0.97631,0.98717,0.98843,0.99969,0.9911,0.95727,0.9844,0.97095,0.9382,0.96733
19989,0.95288,0.98837,0.93422,0.8416,0.87648,0.96084,0.9245,0.95275,0.82512,0.84604,0.94743,0.93274,0.96526,0.95242
27285,0.99912,0.99892,0.99855,0.99842,0.99979,0.99825,0.99906,0.99925,0.99984,0.99798,1,1,0.99937,0.99305
26988,0.90981,0.85959,0.93454,0.86549,0.92258,0.92884,0.80052,0.99131,0.88154,0.97147,0.96556,0.98035,0.96868,0.90869
48300,0.99966,0.99843,0.99768,0.99679,0.99605,0.99853,0.9965,0.99931,0.9829,0.99899,0.98,0.99972,0.99278,0.93483
29223,0.99941,0.99873,0.99882,0.99917,0.99909,0.99967,0.99994,0.9981,0.9956,0.9993,0.99778,1,0.99908,0.97041
19395,0.99984,0.99969,0.9996,0.99946,0.99994,0.99992,1,0.99949,0.99986,0.99962,1,1,0.99979,0.98565
45974,0.97219,0.99225,0.96158,0.94848,0.90254,0.99567,0.97383,0.98833,0.93883,0.95767,0.98,0.95906,0.94231,0.99206
24034,0.9975,0.99689,0.99705,0.99726,0.9955,0.99725,0.99741,0.99711,0.99843,0.99813,1,1,0.99674,0.99187
15131,0.99964,0.99986,0.99953,0.99902,0.99924,0.99988,0.99997,0.99934,0.99909,0.99995,0.99978,1,0.99996,0.99416
9709,0.99734,0.9937,0.99506,0.9967,0.99522,0.99856,0.99574,0.99072,0.99788,0.98165,0.99846,0.98444,0.99935,0.96451
43563,0.99966,0.99748,0.9974,0.99832,0.99098,0.99876,0.99848,0.99979,0.996,1,1,1,0.98366,0.96235
393,0.99909,0.99941,0.9993,0.99775,0.99845,0.99968,0.99952,0.9992,0.99971,0.99405,0.99993,1,0.99952,0.99385
48746,0.99585,0.99906,0.99511,0.99561,0.98463,0.99619,0.99437,0.99317,0.99146,0.99496,0.98,0.93768,0.99542,0.98538
29446,0.98889,0.9937,0.99694,0.99596,0.98887,0.99491,0.9869,0.99917,0.97729,0.99772,0.98717,0.96578,0.95936,0.91201
36723,0.96747,0.97758,0.96678,0.94577,0.95688,0.9551,0.94475,0.97244,0.96948,0.94343,0.95667,0.90549,0.99401,0.90517
9079,0.99989,0.98883,0.98819,0.98638,0.99836,0.99405,0.98466,0.99545,0.98336,0.99314,0.99529,0.99943,0.99511,0.97089
30423,0.89399,0.94199,0.94814,0.90869,0.88991,0.95973,0.92507,0.90804,0.99314,0.95682,0.95984,0.92559,0.99993,0.89963
30731,0.99934,0.99956,0.99912,0.99709,0.99943,0.99943,0.99901,0.99834,0.9972,0.99991,0.99971,0.99982,0.99988,0.99243
20061,0.99381,0.99466,0.99338,0.99371,0.99557,0.99294,0.99293,0.99703,0.9857,0.99709,1,0.9999,0.98616,0.95472
17529,0.90785,0.90907,0.85386,0.81371,0.87198,0.94604,0.8428,0.87277,0.85941,0.77472,0.91183,0.85929,0.85499,0.988
10077,0.95278,0.99266,0.98128,0.94787,0.96577,0.97031,0.98839,0.97885,0.97236,0.98546,0.97639,0.98101,0.93222,0.97326
37476,0.92515,0.96256,0.93277,0.92644,0.98645,0.97591,0.95279,0.97366,0.96469,0.87011,0.97388,0.9236,0.97007,0.90988
24906,0.96691,0.97377,0.95496,0.95884,0.99976,0.96093,0.95751,0.95535,0.99389,0.92732,0.93969,0.97696,0.93892,0.92617
13375,0.9856,0.96445,0.98993,0.93753,0.9317,0.96154,0.98082,0.95166,0.9187,0.98423,0.97077,0.98072,0.97951,0.90078
48767,0.99949,0.99917,0.9988,0.99645,0.99817,0.99946,0.99848,0.99889,0.99443,0.99888,1,1,0.99346,0.98718
22043,0.93281,0.94667,0.96585,0.97613,0.98174,0.94318,0.91869,0.92944,0.99691,0.99369,0.96711,0.99108,0.90908,0.93031
23880,0.97959,0.97389,0.97289,0.99655,0.9576,0.97283,0.98202,0.98886,0.979,0.97713,0.98848,0.98348,0.93831,0.89992
14483,0.91603,0.91702,0.94454,0.87777,0.80909,0.95383,0.91755,0.93653,0.94915,0.93537,0.9421,0.98198,0.99379,0.89874
20815,0.99973,0.99966,0.99936,0.99895,1,0.99981,0.99965,0.9986,0.99902,0.99968,1,1,0.99983,0.99405
23606,0.99607,0.99286,0.99456,0.99676,0.99466,0.9953,0.99568,0.99669,0.99291,0.99686,0.99778,1,0.99852,0.97324
47601,0.99994,0.99961,0.9998,0.99942,0.99812,0.99927,0.99938,0.99992,0.99946,0.99994,1,1,0.97676,0.93545
32032,0.9995,0.99964,0.99947,0.99923,0.99976,0.99987,0.99982,0.99938,0.99963,0.99885,1,0.99882,0.99988,0.98968
15530,0.99566,0.99027,0.99535,0.99664,0.99548,0.99465,1,0.98981,0.99679,0.99457,1,1,0.99577,0.96754
7026,0.98604,0.97542,0.98442,0.94602,0.9985,0.98061,0.99369,0.97272,0.96541,0.94913,0.99056,0.99357,0.96814,0.92492
9922,0.99517,0.99306,0.99681,0.99675,0.9983,0.99057,0.99941,0.99371,0.99679,0.99702,0.99333,1,0.99879,0.98952
3546,0.99507,0.99785,0.99032,0.9673,0.9837,0.98229,0.99316,0.99611,0.95847,0.97993,0.99012,0.96596,0.9717,0.9233
44048,0.94103,0.89481,0.91825,0.88236,0.92033,0.95101,0.93964,0.95122,0.97719,0.99927,0.91774,0.86544,0.92296,0.92234
25001,0.99814,0.99662,0.99727,0.99739,0.99715,0.9991,0.99818,0.99775,0.99739,0.99921,0.99933,1,0.99991,0.98163
16483,0.96759,0.96893,0.94465,0.89859,0.86754,0.96908,0.952,0.94351,0.88105,0.93783,0.98659,0.97376,0.92183,0.90159
38311,0.91219,0.91713,0.91662,0.88787,0.77719,0.9512,0.90308,0.9299,0.93964,0.96159,0.9603,0.97299,0.9683,0.89939
22602,0.99994,0.99965,0.99954,0.99951,0.99967,0.99999,0.99986,0.99998,0.99917,0.99965,1,1,0.99996,0.99258
47017,0.99866,0.99875,0.99861,0.99992,0.99924,0.99911,0.99952,0.99958,0.99966,1,0.99,1,0.9923,0.98296
10423,0.99902,0.99632,0.99452,0.99763,0.99595,0.99564,0.99096,0.99693,0.98102,0.99823,1,0.99411,0.99813,0.98914
1799,0.99958,0.99985,0.99949,0.99848,0.99866,0.99981,0.99914,0.99925,0.99918,0.99997,0.99978,1,0.99994,0.99338
17930,0.99841,0.99951,0.99937,0.99841,0.99772,0.9951,0.99664,0.99871,0.98867,0.999,0.99978,0.99956,0.99182,0.97553
